city	state	permalink	created_at	lat	long	adoption_case
Flushing	NY	fghqvb-z-one-naq-ybhatr	10/31/14 21:31	40.762182	-73.831056	1
Hartsdale	NY	pbccre-xrggyr-pnsr	10/31/14 21:40	41.012214	-73.796	1
Portland	ME	vfn-cbegynaq-zr	10/31/14 23:25	43.658092	-70.264944	1
Bend	OR	pubj-oraq	11/3/14 20:30	44.062663	-121.328037	1
Brick	NJ	gvyvcnab	11/3/14 21:35	40.065775	-74.096389	1
Los Angeles	CA	cbpx-cbpx-cnq-gunv	11/4/14 0:24	34.061335	-118.238823	1
Waco	TX	pbnpu-f-fzbxrf	11/4/14 0:42	31.558124	-97.130265	1
Cambridge	MA	gur-gnoyr-ng-frnfbaf-gb-gnfgr	11/4/14 16:06	42.398835	-71.13162	1
New York 	NY	gjb-unaqf-pnsr	11/4/14 16:51	40.719676	-73.995959	1
 Georgetown	CT	trbetrgbja-fnybba	11/4/14 18:24	41.257484	-73.427466	1
Madison	WI	znqvfba-fbheqbhtu	11/4/14 20:52	43.08006	-89.36948	1
Key Biscayne	FL	ory-cbfgb-ng-gur-bprnan	11/5/14 0:04	25.695505	-80.158389	1
Manhattan Beach	CA	fhfuv-nxngben-fha-bk	11/5/14 1:02	33.901033	-118.417521	1
Nashville	TN	gjb-gra-wnpx	11/5/14 16:47	36.182563	-86.734846	1
Nashville	TN	yhpxl-oryyl	11/5/14 17:04	36.13658	-86.802586	1
Ridgewood	New Jersey	terra-byvir-oenapu-pbzcnal	11/5/14 18:13	40.979833	-74.11905	1
Miami	Fl	pblb-gnpb	11/6/14 18:53	25.799718	-80.199151	1
Bend	OR	wnpxfba-f-pbeare-oraq	11/7/14 0:35	44.052973	-121.318548	1
Brooklyn	New York	fhrqr	11/7/14 16:36	40.644557	-73.92343	1
Lyndonville	VT	ohexr-choyvp-ubhfr	11/7/14 20:43	44.525071	-71.998151	1
Atlanta	GA	freivpr-one	11/11/14 1:11	33.7778	-84.388053	1
Lakeland	FL	gur-cvax-cvnab-freranqr	11/11/14 19:21	28.005642	-82.028726	1
Brooklyn	NY 	gur-zhapuvr-funpx	11/11/14 22:42	40.587139	-73.944891	1
Kansas City	MO	zrzn-f-onxrel-jnyahg-fg	11/11/14 23:44	39.097741	-94.582213	1
Springfield	OR	zbunjx-gnirea	11/12/14 0:05	44.058212	-123.000065	1
Brooklyn	NY	ohggre-fpbgpu	11/12/14 20:32	40.669996	-73.958384	1
New York	NY 	onen	11/12/14 20:40	40.723947	-73.989145	1
Taos Ski Valley	NM	gur-ubgry-fnvag-oreaneq	11/12/14 21:40	36.595477	-105.450499	1
New York	NY	onthrggr-one-znpqbhtny-fg	11/14/14 19:23	40.732274	-73.997513	1
Anchorage	AK	erfbyhgvba-oerjvat	11/14/14 19:34	61.159926	-149.867055	1
San Franciso	CA	graqre	11/14/14 20:17	37.786339	-122.459264	1
New York	NY	ebhtr-alp-jvar-one	11/14/14 20:58	40.7203	-73.988531	1
Cambridge	MA	ovfd-oretnzbg	11/14/14 22:56	42.373001	-71.095053	1
New orleans	La	zntnfva-ivrganzrfr-pnsr	11/15/14 0:01	29.921143	-90.09926	1
Goose Creek	SC	fnccuverf	11/17/14 17:25	33.002242	-80.038862	1
Bogart	GA	ybpny-gnoyr	11/17/14 20:43	33.963078	-83.544765	1
Rancho Cucamonga	CA	fvzcyl-fjrrgf	11/17/14 22:35	34.116191	-117.53031	1
Brooklyn	New York	gur-znaunggna-vaa	11/18/14 19:15	40.724022	-73.950664	1
Boston	MA	oebnqjnl-erfgnhenag-yyp	11/19/14 19:16	42.336926	-71.047897	1
Chicago	IL	jnssyrf-evire-abegu-oebnqjnl	11/19/14 21:17	41.897972	-87.623614	1
Tuckahoe	NY	ghpxrq-njnl-one-a-tevyy	11/19/14 21:30	40.951377	-73.828958	1
Fords	NJ	sver-a-vpr-ubbxnu-one-ybhatr	11/19/14 22:08	40.547595	-74.323086	1
Castle rock	CO	pbccre-perrx	11/20/14 0:06	39.374909	-104.858296	1
Miami	FL 	gur-pnsr-ng-obbxf-naq-obbxf	11/20/14 16:43	25.787684	-80.188633	1
Dorchester	MA	obfgba-uneobe-qvfgvyyrel	11/20/14 16:49	42.292238	-71.041067	1
Pompano Beach	FL	abegupbhefr-erfgnhenagf-yyp	11/20/14 21:04	26.227082	-80.157249	1
Orlando	FL	nzrevpna-tlzxunan	11/21/14 18:47	28.450701	-81.486265	1
Green Bay	WI	uvagreynaq-tnfgebcho	11/21/14 19:55	44.518933	-88.019631	1
New York	NY	yvy-senaxvrf-cvmmn	11/21/14 22:19	40.723606	-73.988529	1
Newark	DE	ry-qvnoyb-oheevgbf	11/21/14 22:49	39.683433	-75.747959	1
San Francisco	CA	ry-ahrib-sehgvynaqvn	11/22/14 1:15	37.752433	-122.413454	1
Newport	RI	arjcbeg-lnpug-pyho	11/24/14 21:53	41.488742	-71.319059	1
Phoenix 	AZ	nepnqvn-cerzvhz	11/24/14 22:09	33.480304	-111.960265	1
Harrisburg	PA	mreb-qnl-oerjvat	11/24/14 22:22	40.271602	-76.891406	1
San Diego	CA	cna-oba-yvggyr-vgnyl	11/24/14 22:27	32.720519	-117.169464	1
Bloomsburg	PA	svyrg-18	11/24/14 22:48	41.00301	-76.456877	1
eden	UT	abegu-sbex-gnoyr-yyp	11/24/14 23:01	41.329849	-111.825156	1
Claremont 	CA	gvxxn-jencf-pheel-objyf	11/25/14 19:21	34.094168	-117.71963	1
Richmond	VA	gur-gva-cna	11/25/14 21:24	37.605993	-77.570484	1
 Nutley	NJ	pbjna-f-choyvp	11/25/14 23:48	40.812585	-74.156216	1
Mattapan	MA	oerq-tbhezrg	11/26/14 15:41	42.267836	-71.097137	1
Guerneville	CA	3-nynez-tevyy	11/26/14 21:41	38.502061	-122.997543	1
Carson City	Nevada	ynxr-gnubr-oerjvat-pb	11/26/14 23:18	39.165382	-119.767395	1
Bronx	New york	zrkvpbpvan	11/27/14 0:00	40.811954	-73.909733	1
Brooklyn	NY	uv-uryyb	11/28/14 17:28	40.70598	-73.922412	1
Wilmington	DE	2-sng-thlf-nzrevpna-tevyy	11/28/14 20:58	39.800664	-75.547894	1
San Francisco	CA	fhafrg-erfreibve-oerjvat-pbzcnal	12/1/14 15:07	37.753965	-122.482444	1
princeton	CA	gur-fvyirefgne-tevyy	12/1/14 15:52	37.501707	-122.468838	1
Agoura Hills	Ca	pnsr-14	12/1/14 17:53	34.148091	-118.782722	1
Carmel	IN	cvmmbybtl-jrfg-pynl	12/1/14 19:51	39.973081	-86.196891	1
Decorah	Iowa	gbccyvat-tbyvngu-oerjvat-pbzcnal	12/1/14 21:33	43.296694	-91.739496	1
Steamboat Springs	CO	onpx-qbbe-tevyy	12/1/14 21:44	40.487141	-106.834576	1
Fuquay-Varina	NC	gur-zrrgvat-pbeare	12/1/14 22:06	35.583206	-78.79949	1
Seattle	WA	freraqvcvgl-pnsr-frnggyr	12/1/14 23:34	47.639848	-122.399414	1
Chicago	IL	wnz-erfgnhenag	12/2/14 0:17	41.928022	-87.704783	1
Carlsbad	NM	puhepu-fg-tevyy	12/2/14 0:41	32.428431	-104.229862	1
San Francisco	CA	oba-znepur	12/2/14 19:03	37.776779	-122.416881	1
Brooklyn	NY	bhe-jvpxrq-ynql	12/2/14 19:40	40.70937	-73.933333	1
Fishkill	NY	jbbql-f-snez-gb-gnoyr	12/2/14 22:04	41.529794	-73.905939	1
Seattle	Washington	gng-f-qryvpngrffra	12/3/14 16:43	47.601566	-122.332445	1
Brooklyn	NY	gjb-fnvagf	12/4/14 19:04	40.671747	-73.950112	1
San Antonio	TX	nggntvey	12/4/14 20:30	29.453882	-98.479677	1
PHILA	PA	yyblq-juvfxrl-one	12/4/14 21:41	39.971473	-75.12771	1
Chicago	IL	obz-obyyn	12/4/14 22:27	41.908951	-87.674701	1
Denver	Colorado	ebbfgre-naq-zbba	12/8/14 18:17	39.731526	-104.990672	1
Denver	CO	hcfgnvef-pvephf	12/8/14 19:53	39.750976	-105.001734	1
Garfield	NJ	obheoba-ood-2aq-ybpngvba	12/8/14 20:59	40.881613	-74.101149	1
Napa	CA	naqvrf-pnsr	12/9/14 18:49	38.299257	-122.304793	1
Reading	PA	fvk-bar-b-pnsr	12/9/14 22:01	40.364928	-75.932064	1
Marina Del Rey	CA	bar-gjragl-guerr	12/10/14 21:52	33.980196	-118.46525	1
Washington	DC	xurcen-f-enj-sbbq-whvpr-one	12/11/14 1:35	38.900365	-77.000273	1
Laguna Beach	CA	znva-fgerrg-one-naq-pnonerg	12/11/14 17:54	33.531554	-117.774201	1
Binghamton	NY	pvgern	12/11/14 19:56	42.093302	-75.923573	1
Americus	GA	qvyyvatre-f-erfgnhenag	12/11/14 21:17	32.074598	-84.232554	1
New York	NY	jnffnvy	12/11/14 21:47	40.721025	-73.988477	1
Amesbury	MA	gur-abfurel	12/12/14 18:32	42.857797	-70.929536	1
Portland	OR	qbp	12/12/14 21:56	45.563043	-122.635168	1
Chicago	Illinois	ybfg-ynxr-gunax-lbh	12/12/14 22:18	41.932347	-87.707139	1
Chicago	IL	xnssr-pnsr	12/12/14 23:05	41.91752	-87.71464	1
Laplace	LA	ubbs-qnqql-f-ood-tevyyr	12/12/14 23:57	30.071145	-90.489973	1
New York	NY	rzcryyba-gndhrevn-2	12/15/14 15:28	40.734253	-74.002984	1
Harrisonburg	VA	cnyr-sver-oerjvat-pb	12/15/14 17:20	38.447161	-78.871242	1
New York	NY	cnfgn-one-2-ol-fpbggb	12/15/14 20:22	40.759612	-73.987413	1
Pittsburgh	PA	fcnx-oebguref	12/15/14 21:32	40.465073	-79.942513	1
Winter Park	FL	gbnfgrq-jvagre-cnex	12/16/14 17:02	28.589563	-81.334901	1
Nutley	NJ	svg-k-aw	12/16/14 19:39	40.815723	-74.161728	1
Los Angeles	CA 	oebjafgbar-ovfgeb	12/16/14 23:00	34.047586	-118.323868	1
Philadelphia	PA	oevpx-naq-zbegne	12/17/14 21:32	39.958233	-75.158236	1
Nutley	NJ	zbagpynve-oybbzsvryq-sng-ybff	12/18/14 15:46	40.815662	-74.161816	1
San Pedro	CA	ahqn-fna-crqeb	12/18/14 17:38	33.73857	-118.285939	1
Los Angeles	CA	ahqn-orireyl-uvyyf	12/18/14 17:48	34.106577	-118.271818	1
Milpitas	CA	rqtvrf	12/18/14 18:09	37.427307	-121.896327	1
Los Angeles	CA	gur-snovbyhf-phpvan-pnsr	12/18/14 20:05	34.097769	-118.326011	1
Dallas	TX	oenvaqrnq-oerjvat	12/18/14 22:00	32.783817	-96.785386	1
Boston	MA	zbbafuvar-152	12/18/14 22:37	42.33579	-71.05461	1
Palatine	IL	cnyngvar-uvyyf-tbys-pyho	12/19/14 0:06	42.124318	-88.055532	1
new york	NY	cvrefvqr-pngrevat	12/19/14 15:53	40.763697	-73.997549	1
Beverly Hills	CA	gur-cvmmn-fgngvba	12/19/14 16:28	34.111726	-118.391299	1
New York	NY	aberrghu-erfgnhenag	12/19/14 16:41	40.727264	-73.985197	1
Brooklyn	NY	ehpbyn	12/19/14 16:51	40.685568	-73.985897	1
Lawrenceville	GA	bar-fgbc-sbbq-pbheg	12/19/14 20:58	33.95149	-83.993219	1
BAY SHORE	NY 	unys-craal-cho	12/19/14 21:11	40.720334	-73.249515	1
Los Angeles 	CA	gur-yvggyr-rnfl	12/20/14 0:36	34.047529	-118.250286	1
Sherman Oaks	CA	gur-bar-hc	12/20/14 4:27	34.148148	-118.430425	1
Fresno	California	cneqvav-f	12/22/14 21:59	36.807457	-119.832113	1
Aurora 	MO	obbgyrttref-erfgnhenag-oerjrel	12/23/14 20:05	36.975289	-93.720918	1
Lawrenceville	GA	tbnq-oneorphr-pbzcnal	12/26/14 15:05	33.973759	-83.995711	1
Los Angeles 	California	pun-pun-ybhatr	12/26/14 22:47	34.099369	-118.259526	1
Sylvan Lake	MI	terrafcnpr-pnsr	12/29/14 16:14	42.615443	-83.327537	1
fairport	NY	gur-pho-ebbz	12/29/14 17:27	43.065577	-77.44018	1
Napa	CA	wnk-qvare	12/29/14 19:21	38.299038	-122.286659	1
Corona	CA	orggl-snlr-f-pnsr	12/29/14 19:54	33.891269	-117.564346	1
Hoboken	NJ	phpunenznzn	12/29/14 20:15	40.740673	-74.034596	1
Pasadena	CA	xvyyebl-f-fnaqjvpu-snpgbel-sbbguvyy	12/29/14 20:39	34.149549	-118.10724	1
Anaheim	CA	cncn-cvyb-f-cvmmn	12/29/14 20:46	33.816864	-118.008787	1
Washington	DC	onxref-naq-onevfgnf	12/30/14 17:52	38.896307	-77.021752	1
Outing	MN	cvpxyrq-ybba-fnybba	12/30/14 18:07	46.82005	-93.944383	1
Portland	OR	fzbxrubhfr-21-21fg-nir	12/30/14 19:43	45.517773	-122.651101	1
Boston	MA	zlref-punat	12/30/14 22:14	42.343882	-71.066354	1
Tomah	WI	oc-fzbxrubhfr	12/30/14 22:55	43.99886	-90.506848	1
Oakland	CA	pnyniren	12/31/14 18:20	37.812863	-122.266101	1
Napa	CA	mhmh	12/31/14 18:23	38.313837	-122.273109	1
Parsippany	NJ	oyvff-pngreref	12/31/14 18:33	40.857019	-74.348846	1
Victor 	NY	znp-f-cuvyyl-fgrnxf	12/31/14 18:53	42.973973	-77.376678	1
Piscataway	NJ	lbtv-f-snzbhf-cvmmn	12/31/14 19:04	40.540215	-74.422517	1
Mountain View	CA	knau-erfgnhenag	1/1/15 1:08	37.394928	-122.078649	1
San Francisco	CA	oyhe	1/1/15 2:01	37.787203	-122.420138	1
Chicago	ILLINOIS	fubrf-cho	1/4/15 1:52	41.918257	-87.656798	1
Chicago	IL	ybhvr-f-ovfgeb-one	1/6/15 21:43	41.896917	-87.643547	1
Playa Del Rey	CA 	nfnc-cubentr	1/6/15 23:15	33.959692	-118.447871	1
Jackson Hole	WY	ry-gynkpnygrpn-wnpxfba-ubyr	1/6/15 23:50	43.474996	-110.766021	1
Sea Cliff	NY	negnhk-yyp	1/7/15 21:11	40.850417	-73.635931	1
Commack	NY	pnsr-zraqbmn	1/7/15 21:23	40.838645	-73.2949	1
Boulder	CO	qvfu-tbhezrg	1/7/15 21:42	40.019724	-105.270153	1
Des Moines	IA	znq-zrngonyy	1/7/15 22:13	41.583135	-93.608641	1
Oakland	CA	unm-zng	1/8/15 0:40	37.796427	-122.271254	1
East Cambridge	MA	yblny-avar	1/9/15 21:06	42.371864	-71.08762	1
Valencia	CA	cvax-fnyg-tevyy	1/10/15 1:04	34.419856	-118.546287	1
New York 	NY 	gur-hc-hc	1/12/15 17:49	40.729675	-74.000443	1
Brooklyn	NY	gur-pnfgryyb-cyna	1/12/15 20:00	40.640233	-73.966666	1
Brooklyn	NY	zvzv-f-uhzzhf	1/12/15 20:18	40.640332	-73.966759	1
Brooklyn	NY	whar	1/13/15 0:22	40.68605	-73.993858	1
Blaine	MN	oevpxf-xvgpura-cho	1/13/15 15:53	45.168671	-93.232663	1
New York City	NY	frnzfgerff	1/14/15 16:41	40.77015	-73.954948	1
New York	NY	ivgvf-yn-ivarevn	1/14/15 18:35	40.738434	-73.983762	1
Cincinnati	OH	grn-a-objy	1/14/15 20:24	39.127719	-84.519893	1
Miami Beach	FL	yn-sbaqn	1/14/15 21:05	25.78301	-80.131517	1
RICHMOND	VA	jcn-onxrel	1/15/15 22:28	37.53115	-77.415957	1
Denver	Colorado	zpn-pnsr	1/16/15 18:29	39.752301	-105.004237	1
Harrisonburg	VA	fbpvny-oneorphr	1/17/15 2:46	38.448371	-78.868708	1
Wilmington	DE	oba-nccrgvg	1/19/15 20:13	39.809239	-75.548794	1
Brooklyn	NY	tenaq-nezl	1/21/15 18:42	40.688159	-73.986586	1
Los Angeles	CA	fvzcyrguvatf-3eq-fgerrg	1/21/15 19:27	34.072456	-118.370504	1
Detroit	MI	pnsr-78	1/21/15 21:13	42.353704	-83.061659	1
Lafayette	IN	pbml-gnirea	1/21/15 23:11	40.417825	-86.859576	1
milford	mi	ivyyntr-one-naq-xvgpura	1/22/15 19:34	42.592482	-83.600887	1
Niles	IL	bnx-zvyy-onxrel-zvyjnhxrr	1/23/15 0:01	42.026545	-87.814955	1
Greensburg	KS	erq-genpgbe	1/23/15 0:13	37.605377	-99.292825	1
Anchorage	AK	jvyqrearff-rkcerff	1/23/15 0:17	61.224873	-149.888626	1
Chicago	IL	bnx-zvyy-onxrel-abegu-nir	1/23/15 17:23	41.910596	-87.682684	1
Santa Cruz	CA	cnevfu-choyvpx-ubhfr	1/26/15 18:51	36.961136	-122.043775	1
Santa Cruz	CA	gur-znvqra-choyvpx-ubhfr	1/26/15 20:44	36.961136	-122.043775	1
Tempe	AZ	ovgr-zr-fhof	1/26/15 21:55	33.407591	-111.947075	1
Nashville	TN	tbbml-anfuivyyr	1/28/15 18:22	36.107504	-86.814796	1
Forest Hills	NY	gur-bgure-cynpr	1/29/15 0:32	40.710421	-73.849112	1
San Francisco	CA	ehfgl-f-fbhgurea	1/29/15 1:24	37.784297	-122.418578	1
King City	CA	gur-pbex-cybhtu	1/29/15 19:47	36.213497	-121.12579	1
New York	NY	fhccre-erfgnhenag	1/29/15 20:17	40.722927	-73.985198	1
Yelm	WA	rzzn-f-ng-gnubzn-inyyrl	1/29/15 20:26	46.941492	-122.612424	1
Houston	TX	ubhfgba-jngpu-pbzcnal	1/30/15 16:41	29.763316	-95.360668	1
Washington	DC	one-pvivgn	1/30/15 22:04	38.923837	-77.05236	1
Brooklyn	NY	znavyn-fbpvny-pyho	1/30/15 22:21	40.713745	-73.957853	1
Brooklyn	NY	gur-fnzcyre	1/30/15 23:07	40.705545	-73.922317	1
San Pedro	CA	svyvccbf-cvmmn	1/30/15 23:25	33.729199	-118.292699	1
Kirkland	WA	pbhmva-f-pnsr	2/1/15 0:53	47.67944	-122.167083	1
St. Petersburg	FL 	oevpx-zbegne-fg-crgrefohet	2/2/15 18:51	27.771349	-82.641053	1
Edmond	Oklahoma	gur-cngevnepu	2/4/15 23:22	35.658614	-97.480274	1
Los Angeles	CA	zry-f-svfu-znexrg	2/6/15 21:10	34.025419	-118.345931	1
Tuscon	AZ	uvtujver-ybhatr	2/6/15 23:06	32.221793	-110.96816	1
White Plains	NY	arffn-fnel-avooyrf	2/9/15 20:15	41.027119	-73.758407	1
Rowland Heights	CA	j-unhf-frnsbbq-one	2/10/15 1:37	33.992193	-117.89077	1
LEWISVILLE	T	fdhner-bar-fvqrjnyx-pnsr	2/11/15 15:36	33.046096	-96.994842	1
Falmouth	MA	bfgrevn-yn-pvirggn	2/11/15 20:18	41.552925	-70.617915	1
Portland	OR	kvpb	2/11/15 21:30	45.504938	-122.625243	1
Manhattan	KS	324-fcrnxrnfl	2/11/15 23:05	39.178551	-96.561553	1
Los Angeles	CA	funlna-rkcerff	2/12/15 19:08	34.037924	-118.253003	1
Kennebunk	ME	byq-ivarf-jvar-one	2/12/15 22:18	43.360277	-70.483662	1
Port Chester	NY	cvppbyb-cbeg-purfgre	2/13/15 18:08	41.005743	-73.658874	1
Anchorage	AK	lnxvgbev-fhfuv-ubhfr	2/14/15 2:11	61.180779	-149.82798	1
Washington	DC	zbpxvatoveq-uvyy	2/16/15 21:45	38.915246	-77.02162	1
Los Angeles	CA	pbssrrcerarhe-yn-yyp	2/17/15 0:47	34.032575	-118.273643	1
Portland	OR	onggre	2/17/15 19:30	45.548458	-122.617773	1
Washington 	District 	fvyire-pehfg	2/17/15 20:47	38.910886	-77.035916	1
New York	NY	znabhfuru-arj	2/17/15 21:43	40.72936	-74.001399	1
Des Moines	WA	nyy-fgne-fcbegf-one	2/17/15 21:51	47.401665	-122.324984	1
Nashville	TN	gur-sbbq-pbzcnal	2/18/15 1:33	36.110242	-86.851925	1
Los Angeles	CA	zvavone-ubyyljbbq	2/18/15 19:30	34.10544	-118.323679	1
Tustin	CA	prageb	2/18/15 21:33	33.741943	-117.823259	1
Charleston	SC	frnanpunv	2/18/15 22:37	32.731191	-79.973207	1
Pasco	WA	shrtb-zrkvpna-erfgnhenag	2/19/15 0:20	46.235472	-119.118363	1
Pasco	WA	yn-pbpvan	2/19/15 0:29	46.235472	-119.118363	1
Philadelphia	PA	fpengpu-ovfphvgf	2/19/15 18:07	39.950416	-75.162078	1
Atlantic Beach	NC	pryroengvba-pbggntr	2/19/15 21:39	34.697977	-76.729873	1
Harrison	NY	273-xvgpura	2/19/15 21:51	40.968665	-73.71295	1
Portland	OR	gur-xabpx-onpx	2/19/15 23:40	45.559231	-122.641517	1
NEW YORK	NY	nznyv-2	2/20/15 19:15	40.763273	-73.968646	1
chicago	il	uneel-f-iryirg-ebbz	2/21/15 0:43	41.921772	-87.666277	1
Oakland	ME	evirefvqr-snez-erfgnhenag-jvar-znexrg	2/23/15 20:25	44.562938	-69.696516	1
Indianapolis	IN	ubgry-gnatb-juvfxrl	2/23/15 22:08	39.757467	-86.14494	1
Iuka	MS	ubzrfgrnq-erfgnhenag	2/23/15 23:50	34.802196	-88.203865	1
Chesterton	IN	uhagre-f-oerjvat	2/24/15 0:02	41.618132	-87.045134	1
Harwich Port	MA	whvpr-one	2/24/15 18:11	41.669498	-70.059128	1
Jackson	WY	cvpnf-zrkvpna-gndhrevn	2/24/15 21:18	43.471847	-110.787297	1
Diamond Bar	CA	ehgg-f-unjnvvna-pnsr	2/24/15 22:48	33.975968	-117.844563	1
Lawrenceburg	IN	evire-pvgl-tevyyr	2/25/15 18:41	39.092599	-84.847583	1
Miami Beach	FL	cndhvgbf-zrkvpna	2/25/15 20:32	25.925043	-80.153021	1
San Francisco	CA	cebiraqre	2/26/15 19:18	37.762443	-122.396888	1
Royal Oak	MI	ebnx-oerjvat-pbzcnal	2/26/15 21:52	42.483481	-83.141745	1
North Wildwood	NJ	fbhgu-qbpx-pnsr-znevan	2/26/15 22:13	39.005188	-74.802196	1
Brooklyn	NY	i-fcbg	2/27/15 17:00	40.678109	-73.979602	1
Brooklyn	NY	yrsg-unaq-cngu	2/27/15 20:33	40.705176	-73.920148	1
Chattanooga	TN	gjb-gra-wnpx-punggnabbtn	2/27/15 21:43	35.04284	-85.308988	1
West Harrison	New york	ivn-yntb	2/27/15 21:53	41.043358	-73.747144	1
Norton Shores	MI	oryyn-znevn-f-evfgbenagr-rirag-pragre	2/27/15 23:17	43.132147	-86.258067	1
Muskegon	MI	grqql-fcnturggvf	2/27/15 23:39	43.1907	-86.169427	1
Lafayette	La	cbc-f-cboblf	3/2/15 18:16	30.22182	-92.018891	1
Burbank	CA	tnzrf-guebarf	3/2/15 22:07	34.191617	-118.342016	1
Los Alamos	NM	pbggbajbbq-ba-gur-terraf	3/2/15 22:19	35.901139	-106.305177	1
Miami	FL	oenffrevr-nmhe	3/2/15 23:04	25.807505	-80.193333	1
Santa Fe 	NM	pnsr-pnsr	3/2/15 23:19	35.682975	-105.945004	1
Bellevue	KY	ivetvy-f-pnsr	3/3/15 17:39	39.108703	-84.480022	1
Sammamish	WA	zbxfun	3/3/15 22:54	47.609011	-122.015348	1
Chicago	IL	gur-trareny-erfgnhenag-zrepnagvyr	3/4/15 17:28	41.927542	-87.697815	1
Suamico	Wisconsin	gur-zhfgneq-frrq-pnsr	3/4/15 22:15	44.591811	-88.087501	1
Minneapolis	MN	pbeare-gnoyr	3/5/15 17:00	44.920263	-93.277563	1
Lafayette	LA	heonab-f-gndhrevn-2	3/5/15 21:39	30.206334	-92.041682	1
Dana Point	CA	qbural-sbbq-pb	3/6/15 17:28	33.463855	-117.686566	1
seabrook	TX	yn-cbm-pnsr	3/6/15 18:41	29.583732	-95.033851	1
Hoboken	New Jersey	mnsen-xvgpura	3/6/15 18:51	40.740707	-74.033579	1
Ithaca	NY	fnvtba-xvgpura-103-xnl-fgerrg	3/6/15 20:06	42.4395	-76.507461	1
Naples	FL	tenpr-furyyl-f-phcpnxrf-zrepngb	3/9/15 18:09	26.254001	-81.799971	1
San Francisco	CA	gjb-fvfgref-one-naq-obbxf	3/9/15 23:43	37.776369	-122.425774	1
Baltimore	MD	pneznf-pnsr	3/10/15 18:13	39.326577	-76.616647	1
Santa Monica	CA	gunv-qvfurf	3/10/15 22:28	34.030661	-118.483653	1
Eugene	OR	arj-znk-f-gnirea	3/11/15 18:04	44.045263	-123.084484	1
Fredericksburg	TX	jbreare-jnerubhfr	3/11/15 22:44	30.270611	-98.870577	1
Chicago	IL	urngvat-pbbyvat	3/12/15 16:57	41.946259	-87.656184	1
San Francisco	CA	gevcyr-ibbqbb	3/16/15 18:05	37.761216	-122.388383	1
Brooklyn	NY	jvyybj	3/17/15 17:58	40.681444	-73.955855	1
Portland	OR	cnpvsvp-cvr-pbzcnal	3/17/15 20:34	45.511831	-122.658399	1
Portland	OR	gurer-or-zbafgref	3/18/15 16:56	45.517074	-122.652454	1
Warren	RI	oljngre	3/18/15 21:43	41.729566	-71.284777	1
Denver	CO	ryxuneg-vaa	3/18/15 22:56	39.778453	-104.983113	1
Charlottesville	VA	oebbxivyyr	3/19/15 18:06	38.031511	-78.482732	1
Gardiner	Montana	grqql-f-lryybjfgbar-pnsr	3/20/15 18:57	45.029938	-110.706586	1
East Troy	WI	qbpxfvqr	3/20/15 19:24	42.826443	-88.367327	1
Gardena	CA	gur-terra-byvir-tneqran	3/23/15 22:42	33.858301	-118.290509	1
Astoria	NY	gur-cbc-one-nfgbevn	3/24/15 22:29	40.772282	-73.929228	1
San Francisco	CA	gur-jubyr-ornfg-ng-gur-lneq	3/24/15 22:47	37.776281	-122.390085	1
Pullman	WA	rgfv-oenib	3/25/15 18:53	46.729392	-117.18109	1
Chatsworth 	CA	ybf-gbebf-zrkvpna-erfgnhenag	3/25/15 21:26	34.257529	-118.603172	1
Venice	California	onealneq-iravpr	3/25/15 21:30	33.986638	-118.471643	1
Astoria	NY	fabjqbavn-nfgbevn	3/26/15 18:18	40.757891	-73.927405	1
New York	New York	wbr-f	3/26/15 22:20	40.785962	-73.976669	1
Chicago	IL	snvejnlf	3/26/15 22:41	41.917808	-87.657017	1
LOS ANGELES	CA	v-ybir-fjrrgrn-2	3/26/15 22:53	34.076884	-118.343774	1
San Francisco	CA	travhf-ovfgeb	3/27/15 20:35	37.790841	-122.40128	1
San Francisco	CA	travhf-rfcerffb-one	3/27/15 20:54	37.790841	-122.40128	1
fish creek	Wisconsin	jvyq-gbzngb	3/27/15 22:23	45.125116	-87.236656	1
Fountain Valley	CA	fvmmyre-sbhagnva-inyyrl	3/27/15 22:46	33.715712	-117.963521	1
Pittsburgh	Pa	gur-gjvfgrq-serapuzna	3/30/15 20:01	40.460263	-79.925334	1
Cypress	TX	zrmmnabggr-evfgbenagr	3/30/15 20:38	29.994963	-95.624704	1
San Jose	CA	sengryyb-evfgbenagr	3/30/15 22:54	37.292214	-121.91246	1
San Francisco	CA	gur-zbax-f-xrggyr	3/30/15 23:29	37.764721	-122.422986	1
New York	NY	ovfgeb-znephf	3/31/15 15:01	40.745196	-73.982317	1
Brooklyn	Ny	bxvjnl	3/31/15 19:16	40.707866	-73.939677	1
Portland	OR	qh-f-tevyy	3/31/15 19:59	45.54114	-122.607825	1
Fort Collins	CO	jvyyvnz-byvire-f-choyvpx-ubhfr	4/1/15 16:34	40.551826	-105.037185	1
New York	NY	ovfgeb-458	4/1/15 16:40	40.73334	-73.99839	1
Grand Rapids	MI	gur-byq-tbng	4/1/15 17:22	42.919047	-85.647106	1
Denver	CO	havba-ybqtr-ab-1	4/1/15 18:27	39.746276	-104.994638	1
Omaha	NE	gndhrevn-gvwhnan	4/1/15 20:20	41.205747	-95.946823	1
Farmingdale	NY	oynpx-sberfg-oerj-unhf	4/3/15 22:07	40.755063	-73.414426	1
Sister Bay	WI	uhfol-f-sbbq-fcvevgf	4/6/15 16:36	45.187536	-87.123009	1
