policy_id,adopted_year,state,state_name,long,lat,adoption_case,state_num
blind,1951,PA,Pennsylvania,-76.8849,40.274,1,37
blind,1953,NV,Nevada,-119.7519,39.1501,1,32
boehmke_snrpres,1975,ME,Massachusetts,-69.7323,44.3294,1,20
boehmke_snrpres,1975,NJ,New Jersey,-74.7642,40.2202,1,7
boehmke_snrpres,1979,MD,Maryland,-76.5197,38.9693,1,19
boehmke_snrpres,1984,PA,Pennsylvania,-76.8849,40.274,1,37
boehmke_snrpres,1985,IL,Illinois,-89.6533,39.8018,1,6
boehmke_snrpres,1985,RI,Rhode Island,-71.4087,41.827,1,38
boehmke_snrpres,1986,CT,Connecticut,-72.6732,41.7665,1,1
boehmke_snrpres,1987,NY,New York ,-73.7551,42.6517,1,2
boehmke_snrpres,1988,MI,Michigan,-84.5466,42.7336,1,21
boehmke_snrpres,1988,WY,Wyoming,-104.8165,41.1389,1,49
boehmke_snrpres,1996,MA,Maine,-71.0568,42.3589,1,10
boehmke_snrpres,1996,VT,Vermont,-72.5716,44.2627,1,45
boehmke_snrpres,1997,MN,Minnesota,-93.1027,44.9446,1,8
boehmke_snrpres,1999,CA,California,-121.4871,38.5737,1,0
boehmke_snrpres,1999,DE,Delaware,-75.5136,39.1615,1,18
boehmke_snrpres,1999,NC,North Carolina,-78.6434,35.7797,1,9
boehmke_snrpres,1999,NV,Nevada,-119.7519,39.1501,1,32
boehmke_snrpres,2000,FL,Florida,-84.2806,30.4382,1,12
boehmke_snrpres,2000,IN,Indiana,-86.1563,39.767,1,46
boehmke_snrpres,2000,KS,Kansas,-95.6815,39.0474,1,15
boehmke_snrpres,2000,SC,South Carolina,-81.0353,34.0007,1,39
boehmke_snrpres,2001,AR,Arkansas,-92.2789,34.7244,1,44
boh,1869,MA,Maine,-71.0568,42.3589,1,10
boh,1870,CA,California,-121.4871,38.5737,1,0
boh,1872,VA,Virginia,-77.4339,37.5408,1,13
boh,1873,MI,Michigan,-84.5466,42.7336,1,21
boh,1873,MN,Minnesota,-93.1027,44.9446,1,8
boh,1874,MD,Maryland,-76.5197,38.9693,1,19
boh,1875,AL,Alabama,-86.2996,32.3754,1,25
boh,1876,WI,Wisconsin,-89.4007,43.0632,1,47
boh,1877,IL,Illinois,-89.6533,39.8018,1,6
boh,1877,MS,Mississippi,-90.178,32.3122,1,24
boh,1877,NC,North Carolina,-78.6434,35.7797,1,9
boh,1877,NJ,New Jersey,-74.7642,40.2202,1,7
boh,1877,TN,Tennessee,-86.7821,36.1589,1,41
boh,1878,CT,Connecticut,-72.6732,41.7665,1,1
boh,1878,KY,Kentucky,-84.8715,38.1894,1,16
boh,1878,RI,Rhode Island,-71.4087,41.827,1,38
boh,1878,SC,South Carolina,-81.0353,34.0007,1,39
boh,1879,DE,Delaware,-75.5136,39.1615,1,18
boh,1880,IA,Iowa,-93.6203,41.5888,1,33
boh,1881,IN,Indiana,-86.1563,39.767,1,46
boh,1881,NH,New Hampshire ,-71.5597,43.2314,1,29
boh,1881,NY,New York ,-73.7551,42.6517,1,2
boh,1881,WV,West Virginia,-81.6354,38.3533,1,48
boh,1883,MO,Missouri,-92.1941,38.5698,1,23
boh,1885,KS,Kansas,-95.6815,39.0474,1,15
boh,1885,ME,Massachusetts,-69.7323,44.3294,1,20
boh,1885,PA,Pennsylvania,-76.8849,40.274,1,37
boh,1886,OH,Ohio,-83.0007,39.9622,1,34
boh,1886,VT,Vermont,-72.5716,44.2627,1,45
boh,1889,FL,Florida,-84.2806,30.4382,1,12
boh,1889,ND,North Dakota,-100.7694,46.8084,1,27
boh,1890,OK,Oklahoma,-97.4591,35.4931,1,35
boh,1891,NE,Nebraska,-97.548,41.1786,1,28
boh,1891,WA,Washington,-122.9016,47.0449,1,4
boh,1893,CO,Colorado,-104.9881,39.7551,1,5
boh,1893,NV,Nevada,-119.7519,39.1501,1,32
boh,1895,SD,South Dakota,-100.3177,44.3776,1,40
boh,1898,LA,Louisiana,-91.1882,30.4493,1,11
boh,1898,UT,Utah,-111.8882,40.7716,1,43
boh,1901,MT,Montana,-112.0205,46.5911,1,14
boh,1901,WY,Wyoming,-104.8165,41.1389,1,49
boh,1903,AZ,Arizona,-112.0738,33.4483,1,17
boh,1903,GA,Georgia,-84.3897,33.7545,1,26
boh,1903,OR,Oregon,-123.0272,44.937,1,3
boh,1907,ID,Idaho,-116.2125,43.6021,1,36
boh,1909,TX,Texas,-97.7452,30.2687,1,42
boh,1913,AR,Arkansas,-92.2789,34.7244,1,44
boh,1919,NM,New Mexico,-105.9381,35.6816,1,31
bootcamp,1982,GA,Georgia,-84.3897,33.7545,1,26
bootcamp,1982,KS,Kansas,-95.6815,39.0474,1,15
bootcamp,1989,AR,Arkansas,-92.2789,34.7244,1,44
bootcamp,1989,WI,Wisconsin,-89.4007,43.0632,1,47
bootcamp,1990,IN,Indiana,-86.1563,39.767,1,46
bootcamp,1991,AL,Alabama,-86.2996,32.3754,1,25
bootcamp,1992,MA,Maine,-71.0568,42.3589,1,10
bootcamp,1993,CA,California,-121.4871,38.5737,1,0
bootcamp,1993,MT,Montana,-112.0205,46.5911,1,14
bootcamp,1994,CT,Connecticut,-72.6732,41.7665,1,1
bootcamp,1994,FL,Florida,-84.2806,30.4382,1,12
bootcamp,1994,LA,Louisiana,-91.1882,30.4493,1,11
bootcamp,1994,VA,Virginia,-77.4339,37.5408,1,13
bootcamp,1994,WA,Washington,-122.9016,47.0449,1,4
bootcamp,1994,WV,West Virginia,-81.6354,38.3533,1,48
bootcamp,1995,MO,Missouri,-92.1941,38.5698,1,23
bootcamp,1995,OR,Oregon,-123.0272,44.937,1,3
bootcamp,1995,TX,Texas,-97.7452,30.2687,1,42
bootcamp,1996,AK,Alaska,-134.5721,58.3637,1,22
bootcamp,1996,CO,Colorado,-104.9881,39.7551,1,5
bootcamp,1996,MI,Michigan,-84.5466,42.7336,1,21
bootcamp,1996,PA,Pennsylvania,-76.8849,40.274,1,37
bootcamp,1999,DE,Delaware,-75.5136,39.1615,1,18
bottle,1971,OR,Oregon,-123.0272,44.937,1,3
bottle,1972,VT,Vermont,-72.5716,44.2627,1,45
bottle,1976,ME,Massachusetts,-69.7323,44.3294,1,20
bottle,1976,MI,Michigan,-84.5466,42.7336,1,21
bottle,1978,CT,Connecticut,-72.6732,41.7665,1,1
bottle,1979,IA,Iowa,-93.6203,41.5888,1,33
bottle,1981,MA,Maine,-71.0568,42.3589,1,10
bottle,1982,DE,Delaware,-75.5136,39.1615,1,18
bottle,1982,NY,New York ,-73.7551,42.6517,1,2
bottle,1986,CA,California,-121.4871,38.5737,1,0
bottle,2002,HI,Hawaii,-157.8219,21.292,1,30
bradycamp,1989,FL,Florida,-84.2806,30.4382,1,12
bradycamp,1990,CT,Connecticut,-72.6732,41.7665,1,1
bradycamp,1990,IA,Iowa,-93.6203,41.5888,1,33
bradycamp,1991,CA,California,-121.4871,38.5737,1,0
bradycamp,1991,NJ,New Jersey,-74.7642,40.2202,1,7
bradycamp,1991,NV,Nevada,-119.7519,39.1501,1,32
bradycamp,1991,VA,Virginia,-77.4339,37.5408,1,13
bradycamp,1991,WI,Wisconsin,-89.4007,43.0632,1,47
bradycamp,1992,HI,Hawaii,-157.8219,21.292,1,30
bradycamp,1992,MD,Maryland,-76.5197,38.9693,1,19
bradycamp,1993,MN,Minnesota,-93.1027,44.9446,1,8
bradycamp,1993,NC,North Carolina,-78.6434,35.7797,1,9
bradycamp,1994,DE,Delaware,-75.5136,39.1615,1,18
bradycamp,1995,RI,Rhode Island,-71.4087,41.827,1,38
bradycamp,1998,MA,Maine,-71.0568,42.3589,1,10
bradycamp,1999,IL,Illinois,-89.6533,39.8018,1,6
bradycamp,2000,NH,New Hampshire ,-71.5597,43.2314,1,29
breastdensity,2009,CT,Connecticut,-72.6732,41.7665,1,1
breastdensity,2011,TX,Texas,-97.7452,30.2687,1,42
breastdensity,2012,CA,California,-121.4871,38.5737,1,0
breastdensity,2012,NY,New York ,-73.7551,42.6517,1,2
breastdensity,2012,VA,Virginia,-77.4339,37.5408,1,13
breastdensity,2013,AL,Alabama,-86.2996,32.3754,1,25
breastdensity,2013,HI,Hawaii,-157.8219,21.292,1,30
breastdensity,2013,MD,Maryland,-76.5197,38.9693,1,19
breastdensity,2013,NC,North Carolina,-78.6434,35.7797,1,9
breastdensity,2013,NV,Nevada,-119.7519,39.1501,1,32
breastdensity,2013,OR,Oregon,-123.0272,44.937,1,3
breastdensity,2013,PA,Pennsylvania,-76.8849,40.274,1,37
breastdensity,2013,TN,Tennessee,-86.7821,36.1589,1,41
breastfeed,1993,FL,Florida,-84.2806,30.4382,1,12
breastfeed,1993,NC,North Carolina,-78.6434,35.7797,1,9
breastfeed,1994,MI,Michigan,-84.5466,42.7336,1,21
breastfeed,1994,NY,New York ,-73.7551,42.6517,1,2
breastfeed,1995,IL,Illinois,-89.6533,39.8018,1,6
breastfeed,1995,NV,Nevada,-119.7519,39.1501,1,32
breastfeed,1995,TX,Texas,-97.7452,30.2687,1,42
breastfeed,1995,UT,Utah,-111.8882,40.7716,1,43
breastfeed,1995,WI,Wisconsin,-89.4007,43.0632,1,47
breastfeed,1997,CA,California,-121.4871,38.5737,1,0
breastfeed,1997,CT,Connecticut,-72.6732,41.7665,1,1
breastfeed,1997,DE,Delaware,-75.5136,39.1615,1,18
breastfeed,1997,NJ,New Jersey,-74.7642,40.2202,1,7
breastfeed,1998,AK,Alaska,-134.5721,58.3637,1,22
breastfeed,1998,MN,Minnesota,-93.1027,44.9446,1,8
breastfeed,1998,RI,Rhode Island,-71.4087,41.827,1,38
breastfeed,1999,GA,Georgia,-84.3897,33.7545,1,26
breastfeed,1999,HI,Hawaii,-157.8219,21.292,1,30
breastfeed,1999,MO,Missouri,-92.1941,38.5698,1,23
breastfeed,1999,MT,Montana,-112.0205,46.5911,1,14
breastfeed,1999,NH,New Hampshire ,-71.5597,43.2314,1,29
breastfeed,1999,NM,New Mexico,-105.9381,35.6816,1,31
breastfeed,1999,OR,Oregon,-123.0272,44.937,1,3
breastfeed,2001,LA,Louisiana,-91.1882,30.4493,1,11
breastfeed,2001,ME,Massachusetts,-69.7323,44.3294,1,20
breastfeed,2001,WA,Washington,-122.9016,47.0449,1,4
breastfeed,2002,IA,Iowa,-93.6203,41.5888,1,33
breastfeed,2002,SD,South Dakota,-100.3177,44.3776,1,40
breastfeed,2002,VA,Virginia,-77.4339,37.5408,1,13
breastfeed,2002,VT,Vermont,-72.5716,44.2627,1,45
breastfeed,2003,IN,Indiana,-86.1563,39.767,1,46
breastfeed,2003,MD,Maryland,-76.5197,38.9693,1,19
breastfeed,2003,NE,Nebraska,-97.548,41.1786,1,28
breastfeed,2003,WY,Wyoming,-104.8165,41.1389,1,49
breastfeed,2004,CO,Colorado,-104.9881,39.7551,1,5
breastfeed,2004,OK,Oklahoma,-97.4591,35.4931,1,35
breastfeed,2005,OH,Ohio,-83.0007,39.9622,1,34
breastfeed,2005,SC,South Carolina,-81.0353,34.0007,1,39
breastfeed,2006,AL,Alabama,-86.2996,32.3754,1,25
breastfeed,2006,AZ,Arizona,-112.0738,33.4483,1,17
breastfeed,2006,KS,Kansas,-95.6815,39.0474,1,15
breastfeed,2006,KY,Kentucky,-84.8715,38.1894,1,16
breastfeed,2006,MS,Mississippi,-90.178,32.3122,1,24
breastfeed,2006,TN,Tennessee,-86.7821,36.1589,1,41
breastfeed,2007,AR,Arkansas,-92.2789,34.7244,1,44
breastfeed,2007,PA,Pennsylvania,-76.8849,40.274,1,37
breastfeed,2008,MA,Maine,-71.0568,42.3589,1,10
breastfeed,2009,ND,North Dakota,-100.7694,46.8084,1,27
broadcom,1990,WA,Washington,-122.9016,47.0449,1,4
broadcom,1991,MT,Montana,-112.0205,46.5911,1,14
broadcom,1992,LA,Louisiana,-91.1882,30.4493,1,11
broadcom,1993,OR,Oregon,-123.0272,44.937,1,3
broadcom,1994,DE,Delaware,-75.5136,39.1615,1,18
broadcom,1994,NJ,New Jersey,-74.7642,40.2202,1,7
broadcom,1994,TN,Tennessee,-86.7821,36.1589,1,41
broadcom,1995,FL,Florida,-84.2806,30.4382,1,12
broadcom,1995,NV,Nevada,-119.7519,39.1501,1,32
broadcom,1995,TX,Texas,-97.7452,30.2687,1,42
broadcom,1996,AL,Alabama,-86.2996,32.3754,1,25
broadcom,1996,AZ,Arizona,-112.0738,33.4483,1,17
broadcom,1996,MA,Maine,-71.0568,42.3589,1,10
broadcom,1996,MN,Minnesota,-93.1027,44.9446,1,8
broadcom,1996,RI,Rhode Island,-71.4087,41.827,1,38
broadcom,1997,CA,California,-121.4871,38.5737,1,0
broadcom,1997,OH,Ohio,-83.0007,39.9622,1,34
broadcom,1997,WY,Wyoming,-104.8165,41.1389,1,49
budgstd,1911,CA,California,-121.4871,38.5737,1,0
budgstd,1911,WI,Wisconsin,-89.4007,43.0632,1,47
budgstd,1913,AR,Arkansas,-92.2789,34.7244,1,44
budgstd,1913,OH,Ohio,-83.0007,39.9622,1,34
budgstd,1913,OR,Oregon,-123.0272,44.937,1,3
budgstd,1914,LA,Louisiana,-91.1882,30.4493,1,11
budgstd,1915,CT,Connecticut,-72.6732,41.7665,1,1
budgstd,1915,IA,Iowa,-93.6203,41.5888,1,33
budgstd,1915,MN,Minnesota,-93.1027,44.9446,1,8
budgstd,1915,ND,North Dakota,-100.7694,46.8084,1,27
budgstd,1915,NE,Nebraska,-97.548,41.1786,1,28
budgstd,1915,VT,Vermont,-72.5716,44.2627,1,45
budgstd,1916,MD,Maryland,-76.5197,38.9693,1,19
budgstd,1916,NJ,New Jersey,-74.7642,40.2202,1,7
budgstd,1916,WA,Washington,-122.9016,47.0449,1,4
budgstd,1917,DE,Delaware,-75.5136,39.1615,1,18
budgstd,1917,IL,Illinois,-89.6533,39.8018,1,6
budgstd,1917,KS,Kansas,-95.6815,39.0474,1,15
budgstd,1917,MO,Missouri,-92.1941,38.5698,1,23
budgstd,1917,NM,New Mexico,-105.9381,35.6816,1,31
budgstd,1917,SD,South Dakota,-100.3177,44.3776,1,40
budgstd,1917,TN,Tennessee,-86.7821,36.1589,1,41
budgstd,1917,UT,Utah,-111.8882,40.7716,1,43
budgstd,1918,GA,Georgia,-84.3897,33.7545,1,26
budgstd,1918,KY,Kentucky,-84.8715,38.1894,1,16
budgstd,1918,MA,Maine,-71.0568,42.3589,1,10
budgstd,1918,MS,Mississippi,-90.178,32.3122,1,24
budgstd,1918,VA,Virginia,-77.4339,37.5408,1,13
budgstd,1918,WV,West Virginia,-81.6354,38.3533,1,48
budgstd,1919,AL,Alabama,-86.2996,32.3754,1,25
budgstd,1919,AZ,Arizona,-112.0738,33.4483,1,17
budgstd,1919,CO,Colorado,-104.9881,39.7551,1,5
budgstd,1919,ID,Idaho,-116.2125,43.6021,1,36
budgstd,1919,ME,Massachusetts,-69.7323,44.3294,1,20
budgstd,1919,MI,Michigan,-84.5466,42.7336,1,21
budgstd,1919,MT,Montana,-112.0205,46.5911,1,14
budgstd,1919,NC,North Carolina,-78.6434,35.7797,1,9
budgstd,1919,NH,New Hampshire ,-71.5597,43.2314,1,29
budgstd,1919,NV,Nevada,-119.7519,39.1501,1,32
budgstd,1919,OK,Oklahoma,-97.4591,35.4931,1,35
budgstd,1919,SC,South Carolina,-81.0353,34.0007,1,39
budgstd,1919,TX,Texas,-97.7452,30.2687,1,42
budgstd,1919,WY,Wyoming,-104.8165,41.1389,1,49
budgstd,1921,FL,Florida,-84.2806,30.4382,1,12
budgstd,1921,IN,Indiana,-86.1563,39.767,1,46
budgstd,1921,NY,New York ,-73.7551,42.6517,1,2
budgstd,1923,PA,Pennsylvania,-76.8849,40.274,1,37
budgstd,1926,RI,Rhode Island,-71.4087,41.827,1,38
buildingcode,1953,DE,Delaware,-75.5136,39.1615,1,18
buildingcode,1955,AR,Arkansas,-92.2789,34.7244,1,44
buildingcode,1957,AL,Alabama,-86.2996,32.3754,1,25
buildingcode,1969,CT,Connecticut,-72.6732,41.7665,1,1
buildingcode,1970,CO,Colorado,-104.9881,39.7551,1,5
buildingcode,1972,IA,Iowa,-93.6203,41.5888,1,33
buildingcode,1972,MI,Michigan,-84.5466,42.7336,1,21
buildingcode,1972,MT,Montana,-112.0205,46.5911,1,14
buildingcode,1972,VT,Vermont,-72.5716,44.2627,1,45
buildingcode,1973,NC,North Carolina,-78.6434,35.7797,1,9
buildingcode,1973,VA,Virginia,-77.4339,37.5408,1,13
buildingcode,1974,MA,Maine,-71.0568,42.3589,1,10
buildingcode,1974,OR,Oregon,-123.0272,44.937,1,3
buildingcode,1974,TN,Tennessee,-86.7821,36.1589,1,41
buildingcode,1975,ID,Idaho,-116.2125,43.6021,1,36
buildingcode,1975,NJ,New Jersey,-74.7642,40.2202,1,7
buildingcode,1976,RI,Rhode Island,-71.4087,41.827,1,38
buildingcode,1977,MN,Minnesota,-93.1027,44.9446,1,8
buildingcode,1977,WY,Wyoming,-104.8165,41.1389,1,49
buildingcode,1978,CA,California,-121.4871,38.5737,1,0
buildingcode,1978,NV,Nevada,-119.7519,39.1501,1,32
buildingcode,1978,SD,South Dakota,-100.3177,44.3776,1,40
buildingcode,1979,ND,North Dakota,-100.7694,46.8084,1,27
buildingcode,1980,KY,Kentucky,-84.8715,38.1894,1,16
buildingcode,1980,WI,Wisconsin,-89.4007,43.0632,1,47
buildingcode,1981,GA,Georgia,-84.3897,33.7545,1,26
buildingcode,1981,NY,New York ,-73.7551,42.6517,1,2
buildingcode,1981,OH,Ohio,-83.0007,39.9622,1,34
buildingcode,1983,NM,New Mexico,-105.9381,35.6816,1,31
buildingcode,1985,WA,Washington,-122.9016,47.0449,1,4
buildingcode,1986,SC,South Carolina,-81.0353,34.0007,1,39
buildingcode,1987,NE,Nebraska,-97.548,41.1786,1,28
buildingcode,1988,UT,Utah,-111.8882,40.7716,1,43
buildingcode,1988,WV,West Virginia,-81.6354,38.3533,1,48
buildingcode,1993,MD,Maryland,-76.5197,38.9693,1,19
buildingcode,1998,FL,Florida,-84.2806,30.4382,1,12
buildingcode,1998,IN,Indiana,-86.1563,39.767,1,46
buildingcode,2001,TX,Texas,-97.7452,30.2687,1,42
buildingcode,2002,NH,New Hampshire ,-71.5597,43.2314,1,29
buildingcode,2003,PA,Pennsylvania,-76.8849,40.274,1,37
buildingcode,2005,LA,Louisiana,-91.1882,30.4493,1,11
buildingcode,2009,OK,Oklahoma,-97.4591,35.4931,1,35
buildingcode,2010,ME,Massachusetts,-69.7323,44.3294,1,20
businessorganizationscode,2015,ID,Idaho,-116.2125,43.6021,1,36
bustaxationprorationandreciprocityagreement,1965,CT,Connecticut,-72.6732,41.7665,1,1
bustaxationprorationandreciprocityagreement,1965,RI,Rhode Island,-71.4087,41.827,1,38
bustaxationprorationandreciprocityagreement,1967,OH,Ohio,-83.0007,39.9622,1,34
bustaxationprorationandreciprocityagreement,1982,NH,New Hampshire ,-71.5597,43.2314,1,29
bustaxationprorationandreciprocityagreement,1983,ME,Massachusetts,-69.7323,44.3294,1,20
candlim,1992,DE,Delaware,-75.5136,39.1615,1,18
candlim,1992,GA,Georgia,-84.3897,33.7545,1,26
candlim,1992,HI,Hawaii,-157.8219,21.292,1,30
candlim,1992,NV,Nevada,-119.7519,39.1501,1,32
candlim,1994,FL,Florida,-84.2806,30.4382,1,12
candlim,1994,IA,Iowa,-93.6203,41.5888,1,33
candlim,1994,NY,New York ,-73.7551,42.6517,1,2
candlim,1996,ID,Idaho,-116.2125,43.6021,1,36
candlim,1996,OH,Ohio,-83.0007,39.9622,1,34
candlim,1996,UT,Utah,-111.8882,40.7716,1,43
candlim,1998,IL,Illinois,-89.6533,39.8018,1,6
candlim,1998,OK,Oklahoma,-97.4591,35.4931,1,35
candlim,1998,VA,Virginia,-77.4339,37.5408,1,13
candlim,2000,IN,Indiana,-86.1563,39.767,1,46
candlim,2000,OR,Oregon,-123.0272,44.937,1,3
candlim,2000,VT,Vermont,-72.5716,44.2627,1,45
candlim,2002,KS,Kansas,-95.6815,39.0474,1,15
candlim,2002,PA,Pennsylvania,-76.8849,40.274,1,37
candlim,2002,WA,Washington,-122.9016,47.0449,1,4
candlim,2004,KY,Kentucky,-84.8715,38.1894,1,16
candlim,2004,RI,Rhode Island,-71.4087,41.827,1,38
candlim,2004,WI,Wisconsin,-89.4007,43.0632,1,47
candlim,2006,LA,Louisiana,-91.1882,30.4493,1,11
candlim,2006,SC,South Carolina,-81.0353,34.0007,1,39
candlim,2006,WV,West Virginia,-81.6354,38.3533,1,48
candlim,2008,MA,Maine,-71.0568,42.3589,1,10
candlim,2008,SD,South Dakota,-100.3177,44.3776,1,40
candlim,2008,WY,Wyoming,-104.8165,41.1389,1,49
candlim,2010,MD,Maryland,-76.5197,38.9693,1,19
candlim,2010,TN,Tennessee,-86.7821,36.1589,1,41
candlim,2011,AK,Alaska,-134.5721,58.3637,1,22
candlim,2012,ME,Massachusetts,-69.7323,44.3294,1,20
candlim,2012,TX,Texas,-97.7452,30.2687,1,42
candlim,2013,AL,Alabama,-86.2996,32.3754,1,25
cappun,1972,FL,Florida,-84.2806,30.4382,1,12
cappun,1973,AR,Arkansas,-92.2789,34.7244,1,44
cappun,1973,AZ,Arizona,-112.0738,33.4483,1,17
cappun,1973,CT,Connecticut,-72.6732,41.7665,1,1
cappun,1973,GA,Georgia,-84.3897,33.7545,1,26
cappun,1973,ID,Idaho,-116.2125,43.6021,1,36
cappun,1973,IN,Indiana,-86.1563,39.767,1,46
cappun,1973,LA,Louisiana,-91.1882,30.4493,1,11
cappun,1973,NE,Nebraska,-97.548,41.1786,1,28
cappun,1973,NM,New Mexico,-105.9381,35.6816,1,31
cappun,1973,NV,Nevada,-119.7519,39.1501,1,32
cappun,1973,OK,Oklahoma,-97.4591,35.4931,1,35
cappun,1973,RI,Rhode Island,-71.4087,41.827,1,38
cappun,1973,TX,Texas,-97.7452,30.2687,1,42
cappun,1973,UT,Utah,-111.8882,40.7716,1,43
cappun,1973,WY,Wyoming,-104.8165,41.1389,1,49
cappun,1974,CA,California,-121.4871,38.5737,1,0
cappun,1974,DE,Delaware,-75.5136,39.1615,1,18
cappun,1974,IL,Illinois,-89.6533,39.8018,1,6
cappun,1974,MS,Mississippi,-90.178,32.3122,1,24
cappun,1974,MT,Montana,-112.0205,46.5911,1,14
cappun,1974,NC,North Carolina,-78.6434,35.7797,1,9
cappun,1974,NH,New Hampshire ,-71.5597,43.2314,1,29
cappun,1974,NY,New York ,-73.7551,42.6517,1,2
cappun,1974,OH,Ohio,-83.0007,39.9622,1,34
cappun,1974,PA,Pennsylvania,-76.8849,40.274,1,37
cappun,1974,SC,South Carolina,-81.0353,34.0007,1,39
cappun,1974,TN,Tennessee,-86.7821,36.1589,1,41
cappun,1975,CO,Colorado,-104.9881,39.7551,1,5
cappun,1975,KY,Kentucky,-84.8715,38.1894,1,16
cappun,1975,MD,Maryland,-76.5197,38.9693,1,19
cappun,1975,MO,Missouri,-92.1941,38.5698,1,23
cappun,1975,VA,Virginia,-77.4339,37.5408,1,13
cappun,1975,WA,Washington,-122.9016,47.0449,1,4
cappun,1976,AK,Alaska,-134.5721,58.3637,1,22
cappun,1978,OR,Oregon,-123.0272,44.937,1,3
cappun,1979,MA,Maine,-71.0568,42.3589,1,10
cappun,1979,SD,South Dakota,-100.3177,44.3776,1,40
cappun,1982,NJ,New Jersey,-74.7642,40.2202,1,7
casinoleg,1931,NV,Nevada,-119.7519,39.1501,1,32
casinoleg,1976,NJ,New Jersey,-74.7642,40.2202,1,7
casinoleg,1989,IA,Iowa,-93.6203,41.5888,1,33
casinoleg,1989,SD,South Dakota,-100.3177,44.3776,1,40
casinoleg,1990,CO,Colorado,-104.9881,39.7551,1,5
casinoleg,1990,IL,Illinois,-89.6533,39.8018,1,6
casinoleg,1990,MS,Mississippi,-90.178,32.3122,1,24
casinoleg,1991,LA,Louisiana,-91.1882,30.4493,1,11
casinoleg,1993,IN,Indiana,-86.1563,39.767,1,46
casinoleg,1993,MO,Missouri,-92.1941,38.5698,1,23
casinoleg,1996,MI,Michigan,-84.5466,42.7336,1,21
casinoleg,2004,PA,Pennsylvania,-76.8849,40.274,1,37
ccb,1989,WV,West Virginia,-81.6354,38.3533,1,48
ccb,1992,UT,Utah,-111.8882,40.7716,1,43
ccb,1993,VT,Vermont,-72.5716,44.2627,1,45
ccb,1996,GA,Georgia,-84.3897,33.7545,1,26
ccb,1996,NY,New York ,-73.7551,42.6517,1,2
ccb,1997,AR,Arkansas,-92.2789,34.7244,1,44
ccb,1998,NV,Nevada,-119.7519,39.1501,1,32
ccb,2001,FL,Florida,-84.2806,30.4382,1,12
ccb,2001,LA,Louisiana,-91.1882,30.4493,1,11
ccb,2003,MN,Minnesota,-93.1027,44.9446,1,8
ccb,2003,TX,Texas,-97.7452,30.2687,1,42
ccb,2004,IN,Indiana,-86.1563,39.767,1,46
ccb,2004,NM,New Mexico,-105.9381,35.6816,1,31
ccb,2004,OK,Oklahoma,-97.4591,35.4931,1,35
ccb,2005,WA,Washington,-122.9016,47.0449,1,4
ccb,2006,ND,North Dakota,-100.7694,46.8084,1,27
ccreceipt,1999,CA,California,-121.4871,38.5737,1,0
ccreceipt,2000,WA,Washington,-122.9016,47.0449,1,4
ccreceipt,2001,AZ,Arizona,-112.0738,33.4483,1,17
ccreceipt,2001,LA,Louisiana,-91.1882,30.4493,1,11
ccreceipt,2002,CO,Colorado,-104.9881,39.7551,1,5
ccreceipt,2002,FL,Florida,-84.2806,30.4382,1,12
ccreceipt,2002,KS,Kansas,-95.6815,39.0474,1,15
ccreceipt,2002,MD,Maryland,-76.5197,38.9693,1,19
ccreceipt,2002,ME,Massachusetts,-69.7323,44.3294,1,20
ccreceipt,2002,MO,Missouri,-92.1941,38.5698,1,23
ccreceipt,2002,NE,Nebraska,-97.548,41.1786,1,28
ccreceipt,2002,NJ,New Jersey,-74.7642,40.2202,1,7
ccreceipt,2002,NY,New York ,-73.7551,42.6517,1,2
ccreceipt,2002,OK,Oklahoma,-97.4591,35.4931,1,35
ccreceipt,2002,VA,Virginia,-77.4339,37.5408,1,13
ccreceipt,2003,DE,Delaware,-75.5136,39.1615,1,18
ccreceipt,2003,GA,Georgia,-84.3897,33.7545,1,26
ccreceipt,2003,ID,Idaho,-116.2125,43.6021,1,36
ccreceipt,2003,IL,Illinois,-89.6533,39.8018,1,6
ccreceipt,2003,NC,North Carolina,-78.6434,35.7797,1,9
ccreceipt,2003,NM,New Mexico,-105.9381,35.6816,1,31
ccreceipt,2003,NV,Nevada,-119.7519,39.1501,1,32
ccreceipt,2003,OR,Oregon,-123.0272,44.937,1,3
ccreceipt,2003,TX,Texas,-97.7452,30.2687,1,42
ccreceipt,2004,KY,Kentucky,-84.8715,38.1894,1,16
ccreceipt,2004,MI,Michigan,-84.5466,42.7336,1,21
ccreceipt,2004,RI,Rhode Island,-71.4087,41.827,1,38
ccreceipt,2005,ND,North Dakota,-100.7694,46.8084,1,27
ccreceipt,2005,TN,Tennessee,-86.7821,36.1589,1,41
ccreceipt,2008,AK,Alaska,-134.5721,58.3637,1,22
ccreceipt,2008,SC,South Carolina,-81.0353,34.0007,1,39
cctheft,1961,VT,Vermont,-72.5716,44.2627,1,45
cctheft,1961,WV,West Virginia,-81.6354,38.3533,1,48
cctheft,1965,NY,New York ,-73.7551,42.6517,1,2
cctheft,1967,CA,California,-121.4871,38.5737,1,0
cctheft,1967,FL,Florida,-84.2806,30.4382,1,12
cctheft,1967,MI,Michigan,-84.5466,42.7336,1,21
cctheft,1967,NC,North Carolina,-78.6434,35.7797,1,9
cctheft,1968,MS,Mississippi,-90.178,32.3122,1,24
cctheft,1969,GA,Georgia,-84.3897,33.7545,1,26
