"policy_id","adopted_year","state_id"
"uccarticle9amendments",1980,"MD"
"uccarticle9amendments2010",2012,"MD"
"uccarticle9securedtransactions1998",1999,"MD"
"unionlimits",1992,"MD"
"universalhealthcare",1993,"MD"
"urbrenen",1952,"MD"
"utreg",1910,"MD"
"viccomp",1968,"MD"
"vicrtsamd",1994,"MD"
"victimnotif",2001,"MD"
"victimnotification",2001,"MD"
"victimrights",1994,"MD"
"w_abortion_parental_notice_1983",1993,"MD"
"w_educ_mom_silentpermis",1957,"MD"
"w_envir_solar_taxcredit_loca",1985,"MD"
"w_envir_solar_taxcredit_stat",2000,"MD"
"w_environment_endangered_specie",1975,"MD"
"w_gayright_publi_accom_genderi",2014,"MD"
"w_gayrights_employment_discrimi",2001,"MD"
"w_gayrights_public_accomodation",2009,"MD"
"w_guncontrl_bc_dealer_handgu",1966,"MD"
"w_race_disc_public_accommodatio",1963,"MD"
"welfagy",1900,"MD"
"wildlifeviolatorcompact",1999,"MD"
"willsrecognitionact",2010,"MD"
"witnessint",1997,"MD"
"witnessintimidation",1997,"MD"
"wmd",2002,"MD"
"workcom",1914,"MD"
"worksitebanstate",2008,"MD"
"zerotol",1990,"MD"
"zerotoleranceapis",1988,"MD"
"zerotolerancelaw",1989,"MD"
"aboldeapen",1887,"ME"
"aborparc",1989,"ME"
"absvot",2000,"ME"
"acctlic",1913,"ME"
"adc",1936,"ME"
"adcom",1927,"ME"
"adultguardianshipandprotectiveproceedingsjurisdictionact",2012,"ME"
"afdc_u",1969,"ME"
"agreementondetainers",1971,"ME"
"agreementonqualificationsofeducationalpersonnel",1969,"ME"
"aidperm",1955,"ME"
"airpol",1954,"ME"
"alcbevcon",1944,"ME"
"alctreat",1953,"ME"
"allpass_seatbelt",1996,"ME"
"amber",2002,"ME"
"anatomicalgift1968",1970,"ME"
"anatomicalgiftact2006",2008,"ME"
"anim_cruel_felonfirs",1999,"ME"
"animcruel",2001,"ME"
"antiage",1965,"ME"
"antibully",2005,"ME"
"antiinj",1933,"ME"
"antistalk",1995,"ME"
"apology",2005,"ME"
"appointmentofcommissioners",1955,"ME"
"arbitrationact1956",1968,"ME"
"archlic",1945,"ME"
"atlanticstatesmarinefisheriescompact",1942,"ME"
"attendanceofoutofstatewitnesses",1939,"ME"
"ausbalsys",1891,"ME"
"autism",2010,"ME"
"autoreg",1905,"ME"
"autosaf",1963,"ME"
"banfaninc",2000,"ME"
"bangag",1996,"ME"
"barbanstate",2004,"ME"
"beaulic",1933,"ME"
"bikehelmet",1999,"ME"
"bldstds_yearadopted",2003,"ME"
"blind",1936,"ME"
"boehmke_snrpres",1975,"ME"
"boh",1885,"ME"
"bottle",1976,"ME"
"breastfeed",2001,"ME"
"budgstd",1919,"ME"
"buildingcode",2010,"ME"
"bustaxationprorationandreciprocityagreement",1983,"ME"
"candlim",2012,"ME"
"ccreceipt",2002,"ME"
"cctheft",1999,"ME"
"childabu",1965,"ME"
"childabuse",1965,"ME"
"childcustodyjurisdictionandenforcementact",1979,"ME"
"childlab",1911,"ME"
"childrest",1983,"ME"
"childseat",1983,"ME"
"chirolic",1923,"ME"
"cigtax",1941,"ME"
"citzon",1925,"ME"
"civinjaut",2001,"ME"
"clinic_access",1995,"ME"
"collegesavings",1997,"ME"
"comage",1953,"ME"
"commercialcasino",2004,"ME"
"compactforeducation",1967,"ME"
"compactonmentalhealth",1957,"ME"
"compactonplacementofchildren",1961,"ME"
"compcrime",1989,"ME"
"compsch",1875,"ME"
"comsrv12",1994,"ME"
"conacchwy",1939,"ME"
"concealedcarry",1985,"ME"
"condominiumact",1982,"ME"
"conservationeasementact",1985,"ME"
"consumercreditcode",1973,"ME"
"continsurance",1999,"ME"
"contr_eq",1999,"ME"
"contrains",1999,"ME"
"corporlimits",1992,"ME"
"cpban",2003,"ME"
"credfreez",2005,"ME"
"creditcardtheft",1999,"ME"
"crimeviccomp",1992,"ME"
"cyberstalk",2001,"ME"
"damremov",1999,"ME"
"deaf",1897,"ME"
"debtlim",1848,"ME"
"declaratoryjudgmentsact",1941,"ME"
"denlic",1891,"ME"
"determinationofdeathact",1983,"ME"
"dirdem",1908,"ME"
"dirprim",1911,"ME"
"divisionofincomefortaxpurposes",1969,"ME"
"dnaforexon",2001,"ME"
"drugs_boehmke_statrapag",1975,"ME"
"drugs_boehmke_zeroto",1983,"ME"
"drugs_marijuana_decriminalizati",1976,"ME"
"drugs_medical_marijuan",2000,"ME"
"drugs_smoking_ban_restaurant",2004,"ME"
"drugs_smoking_ban_workplace",2009,"ME"
"drugtest",1989,"ME"
"dual_enroll",1997,"ME"
"dui",1988,"ME"
"dui08",1988,"ME"
"durablepowerofattorney",1992,"ME"
"dwireform",1988,"ME"
"earned_income_taxcredi",2000,"ME"
"education_corporal_punishment_b",1975,"ME"
"education_teacher_cert_h",1935,"ME"
"edutv",1961,"ME"
"elecdereg",1997,"ME"
"electronictransactionsact",2000,"ME"
"emcont_avail",2004,"ME"
"emergencymanagementassistancecompact",1997,"ME"
"enforcementofforeignjudgmentsact",1975,"ME"
"englic",1935,"ME"
"enterzone",1987,"ME"
"environment_bottlebil",1978,"ME"
"environment_ca_car_emissions_st",2005,"ME"
"environment_electronic_wast",2004,"ME"
"environment_ghg_ca",2006,"ME"
"environment_publicbenefit_fund",1997,"ME"
"environmentalcovenantsact",2005,"ME"
"equalpay",1949,"ME"
"estate_ta",2009,"ME"
"ewaste",2004,"ME"
"expsta",1888,"ME"
"fairtrade",1937,"ME"
"famlim",1992,"ME"
"federallienregistrationact",1989,"ME"
"filmtaxcredit",2006,"ME"
"fish",1878,"ME"
"foca",1979,"ME"
"foia",1959,"ME"
"foreignmoneyjudgmentsrecognitionact",1999,"ME"
"forest",1891,"ME"
"fraudulenttransferact1984",1986,"ME"
"fundslife",1981,"ME"
"fundslifehea",1994,"ME"
"furlough",1983,"ME"
"furprog",1983,"ME"
"gambling_casino",2004,"ME"
"gambling_lottery_adoptio",1974,"ME"
"gap",2007,"ME"
"gastax",1923,"ME"
"gay_employment_discrim_genderi",2005,"ME"
"gayhate",1995,"ME"
"gaymarban",1997,"ME"
"gayrights_ban_sodom",1962,"ME"
"gayrights_civilunion",2004,"ME"
"gayrights_hatecrime",2001,"ME"
"gdl",2003,"ME"
"gender_disc_laws_post196",1971,"ME"
"genderrights_era_ratificatio",1974,"ME"
"genderrights_gender_equal_pa",1949,"ME"
"genderrights_nofault_divorc",1973,"ME"
"gilaw",2005,"ME"
"governance_reform",1997,"ME"
"grandvist",1983,"ME"
"guncontrol_opencarr",1985,"ME"
"harass",2001,"ME"
"hatecrimes",2001,"ME"
"hazing",1999,"ME"
"health_caredecisionsact",1995,"ME"
"helmetlaw_17",2006,"ME"
"helmetlaw_learn",1980,"ME"
"helmetlaw_pass",1980,"ME"
"higissue",1992,"ME"
"higrenew",1992,"ME"
"hiport",1991,"ME"
"hiprecon",1993,"ME"
"hmomod1",1975,"ME"
"hmomod2",1995,"ME"
"hostliability",1998,"ME"
"humantraffic",2008,"ME"
"hwyagen",1907,"ME"
"idas",1997,"ME"
"identitytheft",2001,"ME"
"imcontsub",1981,"ME"
"imitcontsub",1981,"ME"
"indlimit",1992,"ME"
"indorgris",1996,"ME"
"infanthear",2000,"ME"
"infconsent",1990,"ME"
"initiative",1908,"ME"
"insandefref",1982,"ME"
"insanity",1982,"ME"
"interpleadercompact",1955,"ME"
"interstatecompactforadultoffendersupervision",2003,"ME"
"interstatecompactforjuveniles",1957,"ME"
"interstatecompactonadoptionandmedicalassistance",1984,"ME"
"interstatecompactoneducationalopportunityformilitarychildren",2008,"ME"
"interstatecompactonmentallydisorderedoffenders",1979,"ME"
"interstatecorrectionscompact",1977,"ME"
"interstatefamilysupportact19921996",1994,"ME"
"interstatefamilysupportact2001",2003,"ME"
"interstatefamilysupportactamendments2008",2009,"ME"
"interstateinsuranceproductregulationcompact",2003,"ME"
"interstatelibrarycompact",1963,"ME"
"juvct",1959,"ME"
"juvisup",1955,"ME"
"keg_reg",1992,"ME"
"kegreg",1991,"ME"
"kidhelmet",1999,"ME"
"kinship",2005,"ME"
"labor_age_discriminatio",1965,"ME"
"labor_collective_bargaining_sta",1975,"ME"
"labor_collective_bargaining_tea",1970,"ME"
"labor_minimumwage_me",1959,"ME"
"labor_minwage_abovefe",1972,"ME"
"labor_prevailing_wage_la",1933,"ME"
"labor_state_ada_antidiscri",1973,"ME"
"labor_state_retirement_syste",1942,"ME"
"laborag",1887,"ME"
"legresea",1939,"ME"
"lemon",1983,"ME"
"libext",1899,"ME"
"licenseplate",2010,"ME"
"licenses_accountant",1913,"ME"
"limitedpartnershipact2001lastamended2013",2006,"ME"
"livingwill",1985,"ME"
"lott",1974,"ME"
"mailreg",1984,"ME"
"managementofinstitutionalfundsact",1993,"ME"
"manclin",2000,"ME"
"medicaid_stateadoptio",1966,"ME"
"medmar",1999,"ME"
"meganslaw",1996,"ME"
"merit",1937,"ME"
"minfine",1982,"ME"
"minwage",1939,"ME"
"mlda21",1985,"ME"
"mntlhlth",1957,"ME"
"mothersaid",1917,"ME"
"mothpen",1917,"ME"
"motorhelm",1967,"ME"
"motorvoter",1990,"ME"
"mprisdm",1982,"ME"
"multistatelotteryagreement",1990,"ME"
"naticurric",2003,"ME"
"nationalcrimepreventionandprivacycompact",2001,"ME"
"netmeter",1998,"ME"
"netmeter_yearadopted",1998,"ME"
"newbornheartscreen",2013,"ME"
"newenglandcorrectionscompact",1961,"ME"
"newenglandhighereducationcompact",1955,"ME"
"newenglandinterstatewaterpollutioncontrolcompact",1955,"ME"
"newenglandpolicecompact",1965,"ME"
"newenglandradiologicalhealthprotectioncompact",1967,"ME"
"nonresidentviolatorcompact",1981,"ME"
"norealid",2007,"ME"
"northeasterninterstateforestfireprotectioncompact",1949,"ME"
"nrmlsch",1863,"ME"
"nrslic",1915,"ME"
"nurselicensurecompact",2000,"ME"
"offwmh",2001,"ME"
"oldagea",1936,"ME"
"opencont",2000,"ME"
"painmanagement",1999,"ME"
"parconsent",1980,"ME"
"parentageact",2015,"ME"
"parksys",1933,"ME"
"parolesup",1939,"ME"
"partnershipact1997lastamended2013",2006,"ME"
"pestcomp",1986,"ME"
"pharmlic",1877,"ME"
"physreq",1992,"ME"
"pldvpag",1943,"ME"
"postdna",2001,"ME"
"postvia",1979,"ME"
"powerofattorney",2009,"ME"
"preconvictdays",1984,"ME"
"premaritalagreementact",1987,"ME"
"prepaid",1987,"ME"
"prescdrug",2004,"ME"
"primaryenforce_all",2008,"ME"
"principalandincomeact2000",2002,"ME"
"principalandincomeamendments2008",2011,"ME"
"prkagcit",1941,"ME"
"prob",1957,"ME"
"probatecode",1979,"ME"
"prudentinvestoract",1996,"ME"
"prudentmanagementofinstitutionalfundsact",2009,"ME"
"pubbenefits_yearadopted",1997,"ME"
"pubbrefeed",2001,"ME"
"pubcamfun",1973,"ME"
"pubhouen",1949,"ME"
"r_d_tax_credit",1996,"ME"
"race_fair_employmen",1965,"ME"
"race_fair_housing_law",1965,"ME"
"realest",1937,"ME"
"recipsup",1954,"ME"
"refuseserv",1992,"ME"
"registeredagentsactmodel2006lastamended2011",2007,"ME"
"regulation_bicycle_helmet",1999,"ME"
"regulation_boehmke_cogrowma",1988,"ME"
"regulation_boehmke_grandvis",1983,"ME"
"regulation_boehmke_livingwil",1985,"ME"
"regulation_boehmke_shiel",2008,"ME"
"regulation_forced_sterlization",1945,"ME"
"regulation_hate_crime",1995,"ME"
"regulation_mandatory_seatbelt",1996,"ME"
"regulation_motorcycle_helmet",1968,"ME"
"regulation_pain_suffering_limit",2007,"ME"
"regulation_utility_jurisdictio",1913,"ME"
"regulations_lemonla",1983,"ME"
"regulations_state_debt_limitati",1848,"ME"
"renewenergy",1999,"ME"
"renewport",1999,"ME"
"repsodomy",1976,"ME"
"restaurantbanstate",2004,"ME"
"restruct",1997,"ME"
"retailtheft",1975,"ME"
"retstate",1942,"ME"
"rightdie",1987,"ME"
"rightsoftheterminallyillact1985",1985,"ME"
"roadshwy",1901,"ME"
"rps_yearadopted",2006,"ME"
"salvia",2007,"ME"
"sdce",2007,"ME"
"securitiesact",2005,"ME"
"securitiesact1956",1985,"ME"
"shield",2008,"ME"
"shoplift",1975,"ME"
"slains",1943,"ME"
"smokeban",2004,"ME"
"snrpresc",1975,"ME"
"soexorder",2001,"ME"
"soil",1941,"ME"
"solaw",2005,"ME"
"sonofsam",1997,"ME"
"sonsam",1997,"ME"
"sprinsch",1846,"ME"
"stalking",1995,"ME"
"stateptr",1925,"ME"
"statrapage",1975,"ME"
"statrape",1975,"ME"
"stplnb",1935,"ME"
"supp_research",1992,"ME"
"syringe",1997,"ME"
"taxcom",1891,"ME"
"teacsec",1935,"ME"
"telgrareg",1848,"ME"
"termlim",1993,"ME"
"todsecurityregistrationact",1998,"ME"
"tradesecretsact",1987,"ME"
"transferstominorsact",1988,"ME"
"trustcode",2004,"ME"
"truthsent",1995,"ME"
"u_record_sys",2009,"ME"
"uccarticle1generalprovisions2001",2009,"ME"
"uccarticle2aleases19871990",1992,"ME"
"uccarticle3negotiableinstruments1990",1993,"ME"
"uccarticle4aamendments2012",2013,"ME"
"uccarticle4afundstransfers1989",1992,"ME"
"uccarticle5lettersofcredit1995",1997,"ME"
"uccarticle6bulksales1989",1992,"ME"
"uccarticle7documentsoftitle2003",2009,"ME"
"uccarticle8investmentsecurities",1988,"ME"
"uccarticle8investmentsecurities1994",1997,"ME"
"uccarticle9amendments2010",2013,"ME"
"uccarticle9securedtransactions1998",2000,"ME"
"unclaimedpropertyact",1997,"ME"
"unclaimedpropertyact19521981",1988,"ME"
"unionlimits",1992,"ME"
"urbrenen",1951,"ME"
"utreg",1858,"ME"
"victimnotif",1995,"ME"
"victimnotification",1995,"ME"
"w_ec_access_expan",2003,"ME"
"w_educ_mom_silentpermis",1981,"ME"
"w_environment_endangered_specie",1975,"ME"
"w_gayright_publi_accom_genderi",2005,"ME"
"w_race_disc_public_accommodatio",1959,"ME"
"waiting",1990,"ME"
"welfagy",1913,"ME"
"wildlifeviolatorcompact",2014,"ME"
"witnessint",1975,"ME"
"witnessintimidation",1975,"ME"
"wmd",2001,"ME"
"workcom",1916,"ME"
"worksitebanstate",2010,"ME"
"zerotol",1983,"ME"
"zerotoleranceapis",1983,"ME"
"zerotolerancelaw",1984,"ME"
"aboldeapen",1846,"MI"
"aborparc",1991,"MI"
"abortion_consent_1992_201",1999,"MI"
"abortion_medicai",1981,"MI"
"acctlic",1905,"MI"
"adawork",1956,"MI"
"adc",1936,"MI"
"adcom",1929,"MI"
"advertban",1989,"MI"
"afdc_u",1964,"MI"
"aging",1991,"MI"
"agreementondetainers",1961,"MI"
"agreementonqualificationsofeducationalpersonnel",1976,"MI"
"aidperm",1951,"MI"
"airpol",1959,"MI"
"alcbevcon",1933,"MI"
"alctreat",1951,"MI"
"amber",2001,"MI"
"anatomicalgift1968",1970,"MI"
"anatomicalgiftact2006",2008,"MI"
"anim_cruel_felonfirs",1994,"MI"
"animcruel",1931,"MI"
"antiage",1965,"MI"
"antibully",2011,"MI"
"antistalk",1993,"MI"
"anyactnot",2006,"MI"
"anyid2",1997,"MI"
"anyphotoid2",1997,"MI"
"apology",2011,"MI"
"arbitrationact2000",2013,"MI"
"archlic",1915,"MI"
"arts",1966,"MI"
"attendanceofoutofstatewitnesses",1970,"MI"
"ausbalsys",1891,"MI"
"autism",2012,"MI"
"autoreg",1905,"MI"
"autosaf",1963,"MI"
"bangag",1996,"MI"
"barbanstate",2010,"MI"
"beaulic",1931,"MI"
"bldstds_yearadopted",2008,"MI"
"blind",1936,"MI"
"boehmke_snrpres",1988,"MI"
"boh",1873,"MI"
"bootcamp",1996,"MI"
"bottle",1976,"MI"
"breastfeed",1994,"MI"
"budgstd",1919,"MI"
"buildingcode",1972,"MI"
"casinoleg",1996,"MI"
"ccreceipt",2004,"MI"
"cctheft",1967,"MI"
"cent",1995,"MI"
"chartersch",1993,"MI"
"childabductionprevention",2015,"MI"
"childabuse",1964,"MI"
"childcustodyjurisdictionandenforcementact",1976,"MI"
"childlab",1909,"MI"
"childpornography",1977,"MI"
"childrest",1981,"MI"
"childseat",1981,"MI"
"chirolic",1933,"MI"
"cigtax",1947,"MI"
"citzon",1921,"MI"
"civildefenseanddisastercompact",1953,"MI"
"clinic_access",1995,"MI"
"collaborativelawact",2014,"MI"
"collegesavings",2000,"MI"
"comage",1950,"MI"
"commercialcasino",1996,"MI"
"compactforeducation",1972,"MI"
"compactonadoptionandmedicalassistance",2002,"MI"
"compactonmentalhealth",1974,"MI"
"compactonplacementofchildren",1984,"MI"
"compcrime",1979,"MI"
"compsch",1871,"MI"
"comsrv12",1982,"MI"
"conacchwy",1941,"MI"
"concealedcarry",2001,"MI"
"consgsoil",1937,"MI"
"contr_eq",2006,"MI"
"corporlimits",1992,"MI"
"correct",1988,"MI"
"cpban",1977,"MI"
"crimeviccomp",1976,"MI"
"crtadm",1953,"MI"
"cyberstalk",1999,"MI"
"damagereduce",1985,"MI"
"damremov",1985,"MI"
"deaf",1848,"MI"
"debtlim",1843,"MI"
"denlic",1883,"MI"
"determinationofdeathact",1992,"MI"
"dirdem",1913,"MI"
"dirprim",1905,"MI"
"dispositionofcommunitypropertyrightsatdeathact1971",1975,"MI"
"divisionofincomefortaxpurposes",1969,"MI"
"dnafelon",2001,"MI"
"dnaforexon",2000,"MI"
"drugs_medical_marijuan",2009,"MI"
"drugs_smoking_ban_restaurant",2010,"MI"
"drugs_smoking_ban_workplace",2009,"MI"
"dual_enroll",1996,"MI"
"dui",2003,"MI"
"earned_income_taxcredi",2008,"MI"
"education_corporal_punishment_b",1989,"MI"
"education_teacher_cert_elementa",1956,"MI"
"education_teacher_cert_h",1939,"MI"
"electronictransactionsact",2001,"MI"
"emergencymanagementassistancecompact",2002,"MI"
"enforcementofforeignjudgmentsact",1997,"MI"
"englic",1919,"MI"
"enterzone",1986,"MI"
"environment_air_pollution_contr",1965,"MI"
"environment_bottlebil",1979,"MI"
"environment_electronic_wast",2009,"MI"
"environment_publicbenefit_fund",2000,"MI"
"equalpay",1919,"MI"
"ewaste",2008,"MI"
"expsta",1888,"MI"
"fairemp",1955,"MI"
"fairtrade",1937,"MI"
"famlim",1994,"MI"
"federallienregistrationact",1968,"MI"
"fetaldispos",1980,"MI"
"fetalhomic",1999,"MI"
"fhpriv",1963,"MI"
"fhpub",1952,"MI"
"fhurb",1963,"MI"
"fiduciaryaccesstodigitalassetsactrevised2015",2016,"MI"
"filmtaxcredit",2008,"MI"
"fish",1873,"MI"
"foia",1977,"MI"
"foreign_countrymoneyjudgmentsrecognitionact",2008,"MI"
"foreignmoneyjudgmentsrecognitionact",1968,"MI"
"forest",1899,"MI"
"fraudulenttransferact1984",1999,"MI"
"frontpass_seatbelt",1985,"MI"
"fundslife",1988,"MI"
"fundslifehea",1994,"MI"
"furlough",1988,"MI"
"furprog",1988,"MI"
"gagrule",1996,"MI"
"gambling_casino",1996,"MI"
"gambling_lottery_adoptio",1972,"MI"
"gastax",1925,"MI"
"gaymarban",1996,"MI"
"gayrights_ban_sodom",1962,"MI"
"gdl",1997,"MI"
"gender_disc_laws_post196",1966,"MI"
"genderrights_era_ratificatio",1972,"MI"
"genderrights_gender_equal_pa",1935,"MI"
"genderrights_nofault_divorc",1972,"MI"
"giexorder",2007,"MI"
"grandvist",1980,"MI"
"greatlakes_st.lawrenceriverbasinwaterresourcescompact",2008,"MI"
"greatlakesbasincompact",1955,"MI"
"guncontrl_bc_private_handgu",1935,"MI"
"guncontrol_opencarr",2000,"MI"
"hatecrime",1988,"MI"
"hatecrimes",1988,"MI"
"hazing",2004,"MI"
"helmetlaw_17",2006,"MI"
"helmetlaw_learn",2006,"MI"
"helmetlaw_pass",2006,"MI"
"homerul",1908,"MI"
"hostliability",1998,"MI"
"humantraffic",2006,"MI"
"humrel",1955,"MI"
"hwyagen",1905,"MI"
"idas",1998,"MI"
"ide",1996,"MI"
"identitytheft",1999,"MI"
"idtheft",2000,"MI"
"imcontsub",1984,"MI"
"imitcontsub",1984,"MI"
"immigration_instate_tuition_ill",2013,"MI"
"indgaming",1993,"MI"
"indlimit",1992,"MI"
"infanthear",2006,"MI"
"infconsent",1993,"MI"
"initiative",1908,"MI"
"ins_stateexch",2013,"MI"
"insandefref",1975,"MI"
"insanity",1975,"MI"
"inspublic",1998,"MI"
"insurableinterestamendmenttotheuniformtrustcode",2014,"MI"
"intbar",1935,"MI"
"interreg",1997,"MI"
"interstatecompactforadultoffendersupervision",2002,"MI"
"interstatecompactforjuveniles",1958,"MI"
"interstatecompactoneducationalopportunityformilitarychildren",2009,"MI"
"interstatecompacttoconserveoilandgas",1947,"MI"
"interstatedepositionsanddiscoveryact",2013,"MI"
"interstatefamilysupportact19921996",1996,"MI"
"interstatefamilysupportactamendments2008",2016,"MI"
"interstateinsuranceproductregulationcompact",2007,"MI"
"interstaterailpassengernetworkcompact",1979,"MI"
"jucoen",1917,"MI"
"juvct",1905,"MI"
"juvisup",1958,"MI"
"labor_age_discriminatio",1965,"MI"
"labor_collective_bargaining_sta",1981,"MI"
"labor_collective_bargaining_tea",1966,"MI"
"labor_minimumwage_me",1964,"MI"
"labor_minwage_abovefe",2006,"MI"
"labor_prevailing_wage_la",1965,"MI"
"labor_relations_tafthar",1939,"MI"
"labor_right_to_wor",2012,"MI"
"labor_state_ada_antidiscri",1976,"MI"
"labor_state_retirement_syste",1943,"MI"
"laborag",1883,"MI"
"legpre",1941,"MI"
"legresea",1941,"MI"
"libext",1899,"MI"
"licenses_accountant",1905,"MI"
"lien",1998,"MI"
"limitedpartnership1976",1982,"MI"
"lott",1972,"MI"
"mailreg",1995,"MI"
"manaccess",1997,"MI"
"mandnot",2006,"MI"
"medicaid_stateadoptio",1966,"MI"
"medicalrest",2012,"MI"
"medmar",2008,"MI"
"meganslaw",1994,"MI"
"merit",1937,"MI"
"meritstateadmin",2000,"MI"
"midwesternhighereducationcompact",1990,"MI"
"midwestinterstatepassengerrailcompact",2000,"MI"
"miglab",1952,"MI"
"minwage",1964,"MI"
"mlda21",1978,"MI"
"mntlhlth",1965,"MI"
"mothersaid",1913,"MI"
"mothpen",1913,"MI"
"motorhelm",1967,"MI"
"motorvoter",1976,"MI"
"msas",1994,"MI"
"nationalcrimepreventionandprivacycompact",2009,"MI"
"netmeter",2005,"MI"
"netmeter_yearadopted",2008,"MI"
"norealid",2007,"MI"
"nrmlsch",1849,"MI"
"nrslic",1909,"MI"
"oldagea",1936,"MI"
"opencont",1992,"MI"
"optinnot",2006,"MI"
"paperterror",1998,"MI"
"parconsent",1990,"MI"
"parksys",1919,"MI"
"parolesup",1935,"MI"
"pdrugmon",1989,"MI"
"personaltaxeff_yearadopted",2008,"MI"
"pestcomp",1968,"MI"
"pharmlic",1885,"MI"
"physreq",1991,"MI"
"pldvpag",1947,"MI"
"postdna",2000,"MI"
"postvia",1973,"MI"
"prepaid",1986,"MI"
"prepaytut",1986,"MI"
"prescdrug",1988,"MI"
"primaryenforce_all",2000,"MI"
"primseat",2000,"MI"
"principalandincomeact2000",2004,"MI"
"principalandincomeamendments2008",2012,"MI"
"prkagcit",1939,"MI"
"prob",1913,"MI"
"probatecode",1978,"MI"
"prudentinvestoract",1999,"MI"
"prudentmanagementofinstitutionalfundsact",2009,"MI"
"pubaccess",1997,"MI"
"pubbenefits_yearadopted",2000,"MI"
"pubbrefeed",1994,"MI"
"pubcamfun",1976,"MI"
"pubhouen",1933,"MI"
"r_d_tax_credit",2007,"MI"
"race_boehmke_fhpu",1952,"MI"
"race_boehmke_fhur",1963,"MI"
"race_disc_publicaccom_agenc",1963,"MI"
"race_fair_employmen",1965,"MI"
"race_fair_housing_owne",1964,"MI"
"rackact",1995,"MI"
"rapeshield",1974,"MI"
"realest",1919,"MI"
"realpropertyelectronicrecordingact",2010,"MI"
"recipsup",1952,"MI"
"refuseserv",1980,"MI"
"regreq",1994,"MI"
"regulation_boehmke_grandvis",1980,"MI"
"regulation_boehmke_livingwil",1990,"MI"
"regulation_boehmke_shiel",1949,"MI"
"regulation_forced_sterlization",1945,"MI"
"regulation_hate_crime",1988,"MI"
"regulation_homerul",1908,"MI"
"regulation_mandatory_car_insura",1973,"MI"
"regulation_mandatory_seatbelt",1985,"MI"
"regulation_motorcycle_helmet",1967,"MI"
"regulation_pain_suffering_limit",1993,"MI"
"regulation_rent_contro",1989,"MI"
"regulation_sedition_law",1952,"MI"
"regulation_utility_jurisdictio",1909,"MI"
"regulations_lemonla",1986,"MI"
"regulations_state_debt_limitati",1843,"MI"
"renewenergy",2008,"MI"
"repsodomy",1990,"MI"
"residentiallandlordandtenantact1972",1972,"MI"
"restaurantbanstate",2010,"MI"
"restruct",2000,"MI"
"retailtheft",1980,"MI"
"retainag",1961,"MI"
"retstate",1943,"MI"
"rico",1995,"MI"
"roadshwy",1905,"MI"
"rps_yearadopted",2008,"MI"
"sals",1964,"MI"
"savingplan",1997,"MI"
"schoolchoi",1991,"MI"
"securitiesact",2009,"MI"
"sexreginfo",1994,"MI"
"shield",1949,"MI"
"shoplift",1980,"MI"
"snrpresc",1988,"MI"
"soexorder",2003,"MI"
"soil",1937,"MI"
"sonofsam",1985,"MI"
"sonsam",1985,"MI"
"sprinsch",1836,"MI"
"stalking",1993,"MI"
"standground",2006,"MI"
"stateptr",1917,"MI"
"stplnb",1937,"MI"
"taxcom",1899,"MI"
"teacelm",1956,"MI"
"teacsec",1956,"MI"
"telgrareg",1847,"MI"
"tels",1978,"MI"
"termlim",1992,"MI"
"terrorfund",2002,"MI"
"todsecurityregistrationact",1998,"MI"
"tradesecretsact",1999,"MI"
"transferstominorsact",1999,"MI"
"trap",1978,"MI"
"trap_hosp",1978,"MI"
"trap_lic",1978,"MI"
"trustcode",2009,"MI"
"truthsent",1994,"MI"
"u_record_sys",2009,"MI"
"uccarticle1generalprovisions2001",2012,"MI"
"uccarticle2aleases19871990",1992,"MI"
"uccarticle3negotiableinstruments1990",1993,"MI"
"uccarticle3negotiableinstrumentsandarticle4bankdeposits2002",2014,"MI"
"uccarticle4aamendments2012",2014,"MI"
"uccarticle4afundstransfers1989",1992,"MI"
"uccarticle5lettersofcredit1995",1999,"MI"
"uccarticle6bulksales1989",1999,"MI"
"uccarticle7documentsoftitle2003",2012,"MI"
"uccarticle8investmentsecurities",1987,"MI"
"uccarticle8investmentsecurities1994",1998,"MI"
"uccarticle9amendments2010",2012,"MI"
"uccarticle9securedtransactions1998",2001,"MI"
"ultrasound",2006,"MI"
"unclaimedpropertyact",1995,"MI"
"unionlimits",1992,"MI"
"unswornforeigndeclarationsact2008",2013,"MI"
"urbrenen",1949,"MI"
"utreg",1873,"MI"
"vendorandpurchaserriskact1935",1941,"MI"
"viccomp",1976,"MI"
"vicrtsamd",1988,"MI"
"victimnotif",1985,"MI"
"victimnotification",1985,"MI"
"victimrights",1992,"MI"
"voidabletransactionsactamendments2014_formerlyfraudulenttransferact",2017,"MI"
"voterid",1997,"MI"
"w_educ_mom_silentpermis",1976,"MI"
"w_envir_solar_taxcredit_stat",2003,"MI"
"w_environment_endangered_specie",1994,"MI"
"w_guncontrl_bc_dealer_handgu",1935,"MI"
"w_race_disc_public_accommodatio",1885,"MI"
"waiting",1993,"MI"
"welfagy",1871,"MI"
"willsrecognitionact",1998,"MI"
"witnessint",2000,"MI"
"witnessintimidation",2000,"MI"
"wmd",2002,"MI"
"workcom",1912,"MI"
"worksitebanstate",2010,"MI"
"zerotol",1994,"MI"
"zerotoleranceapis",1995,"MI"
"zerotolerancelaw",1995,"MI"
"aboldeapen",1911,"MN"
"aborparn",1981,"MN"
"abortion_consent_1992_201",2003,"MN"
"abortion_medicai",1994,"MN"
"acctlic",1909,"MN"
