"policy_id","adopted_year","state_id"
"abortion_reform_prero",1967,"CO"
"absvot",1992,"CO"
"acctlic",1907,"CO"
"adc",1936,"CO"
"adcom",1935,"CO"
"adultguardianshipandprotectiveproceedingsjurisdictionact",2008,"CO"
"afdc_u",1966,"CO"
"agreementondetainers",1969,"CO"
"aidperm",1951,"CO"
"airpol",1957,"CO"
"alcbevcon",1935,"CO"
"alcoholismandintoxicationtreatment",1973,"CO"
"alctreat",1949,"CO"
"amber",2002,"CO"
"anatomicalgift1968",1970,"CO"
"anatomicalgiftact2006",2007,"CO"
"anim_cruel_felonfirs",2002,"CO"
"animcruel",2002,"CO"
"antiage",1903,"CO"
"antibully",2001,"CO"
"antiinj",1933,"CO"
"antistalk",1995,"CO"
"anyactnot",1999,"CO"
"anyid2",2003,"CO"
"apology",2003,"CO"
"arbitrationact1956",1975,"CO"
"arbitrationact2000",2004,"CO"
"archlic",1909,"CO"
"arts",1965,"CO"
"athleteagentsact",2008,"CO"
"attendanceofoutofstatewitnesses",1939,"CO"
"ausbalsys",1891,"CO"
"autism",2009,"CO"
"autoreg",1913,"CO"
"autosaf",1963,"CO"
"bangag",1996,"CO"
"beaulic",1931,"CO"
"bldstds_yearadopted",2005,"CO"
"blind",1936,"CO"
"boh",1893,"CO"
"bootcamp",1996,"CO"
"breastfeed",2004,"CO"
"budgstd",1919,"CO"
"buildingcode",1970,"CO"
"cappun",1975,"CO"
"casinoleg",1990,"CO"
"ccreceipt",2002,"CO"
"cctheft",1984,"CO"
"certificationofquestionsoflaw1967",1970,"CO"
"chartersch",1993,"CO"
"childabductionprevention",2007,"CO"
"childabu",1963,"CO"
"childabuse",1963,"CO"
"childcustodyjurisdictionandenforcementact",1973,"CO"
"childlab",1911,"CO"
"childpornography",1979,"CO"
"childrest",1983,"CO"
"childseat",1983,"CO"
"chirolic",1933,"CO"
"cigtax",1964,"CO"
"citzon",1923,"CO"
"civinjaut",1999,"CO"
"clinic_access",1993,"CO"
"collegesavings",1999,"CO"
"coloradorivercompact",1925,"CO"
"comage",1953,"CO"
"commercialcasino",1990,"CO"
"commoninterestownershipact1982",1983,"CO"
"compactforeducation",1967,"CO"
"compactonadoptionandmedicalassistance",1985,"CO"
"compactonmentalhealth",1965,"CO"
"compactonplacementofchildren",1975,"CO"
"compcrime",1979,"CO"
"compsch",1889,"CO"
"comsrv12",1982,"CO"
"conacchwy",1941,"CO"
"conflictsoflaws_limitationsact",1984,"CO"
"consgsoil",1915,"CO"
"consumercreditcode",1971,"CO"
"continsurance",2010,"CO"
"contr_eq",2010,"CO"
"controlledsubstancesact",1992,"CO"
"corporlimits",1994,"CO"
"correct",1987,"CO"
"cpban",1979,"CO"
"credfreez",2005,"CO"
"creditcardtheft",1984,"CO"
"crimeviccomp",1981,"CO"
"crtadm",1959,"CO"
"custodialtrustact",1999,"CO"
"cyberstalk",2000,"CO"
"damagereduce",1987,"CO"
"deathpen",1975,"CO"
"debt_managementservicesact2005",2007,"CO"
"debtlim",1876,"CO"
"deceptivetradepracticesact1964",1970,"CO"
"declaratoryjudgmentsact",1923,"CO"
"denlic",1889,"CO"
"deployedparentscustodyandvisitationact",2013,"CO"
"determinationofdeathact",1981,"CO"
"dev_s1",2009,"CO"
"dev_s10",2008,"CO"
"dev_s3",2009,"CO"
"dev_s5",2008,"CO"
"dev_s9",2008,"CO"
"dirdem",1912,"CO"
"dirprim",1910,"CO"
"disclaimerofpropertyinterestsact",2011,"CO"
"discrenot",1999,"CO"
"dispositionofcommunitypropertyrightsatdeathact1971",1973,"CO"
"divisionofincomefortaxpurposes",1968,"CO"
"dnafelon",2001,"CO"
"dnaforexon",2003,"CO"
"driverlicensecompact",1965,"CO"
"drugs_boehmke_statrapag",1975,"CO"
"drugs_marijuana_decriminalizati",1975,"CO"
"drugs_medical_marijuan",2001,"CO"
"drugs_smoking_ban_restaurant",2006,"CO"
"dual_enroll",1981,"CO"
"dui",2004,"CO"
"dutiestopersonswithmedicaliddevices",1973,"CO"
"earlvot",1992,"CO"
"earned_income_taxcredi",1999,"CO"
"econdev",1990,"CO"
"education_teacher_cert_h",1923,"CO"
"edutv",1959,"CO"
"electroniclegalmaterialact",2012,"CO"
"electronictransactionsact",2002,"CO"
"emcont_avail",2007,"CO"
"emergencymanagementassistancecompact",2000,"CO"
"emergencyvolunteerhealthpractitioners",2007,"CO"
"enforcementofforeignjudgmentsact",1970,"CO"
"englic",1919,"CO"
"engonly",1988,"CO"
"enterzone",1986,"CO"
"environment_air_pollution_contr",1966,"CO"
"environment_electronic_wast",2012,"CO"
"eqrightam",1972,"CO"
"equalpay",1955,"CO"
"estatetaxapportionmentandprobatecode3_916",2011,"CO"
"expsta",1888,"CO"
"facsimilesignaturesofpublicofficials",1969,"CO"
"fairemp",1957,"CO"
"fairtrade",1937,"CO"
"famlim",1994,"CO"
"federallienregistrationact",1970,"CO"
"fhpriv",1959,"CO"
"fhpub",1959,"CO"
"fhurb",1959,"CO"
"fiduciaryaccesstodigitalassetsactrevised2015",2016,"CO"
"filmtaxcredit",2006,"CO"
"fish",1877,"CO"
"foia",1969,"CO"
"foreign_countrymoneyjudgmentsrecognitionact",2008,"CO"
"foreignmoneyclaimsact",1990,"CO"
"foreignmoneyjudgmentsrecognitionact",1977,"CO"
"forest",1885,"CO"
"fraudulenttransferact1984",1991,"CO"
"frontpass_seatbelt",1987,"CO"
"fundslife",1985,"CO"
"fundslifehea",1994,"CO"
"furlough",1967,"CO"
"gambling_casino",1990,"CO"
"gambling_lottery_adoptio",1983,"CO"
"gastax",1919,"CO"
"gay_employment_discrim_genderi",2007,"CO"
"gayhate",2005,"CO"
"gaymarban",2006,"CO"
"gayrights_ban_sodom",1962,"CO"
"gayrights_hatecrime",2005,"CO"
"gdl",1999,"CO"
"gender_disc_laws_post196",1969,"CO"
"genderrights_era_ratificatio",1972,"CO"
"genderrights_gender_equal_pa",1955,"CO"
"genderrights_nofault_divorc",1972,"CO"
"genderrights_state_era",1973,"CO"
"gilaw",2007,"CO"
"goodsam911",2011,"CO"
"governance_reform",1985,"CO"
"grandvist",1980,"CO"
"guardianshipandprotectiveproceedingsact1997",1988,"CO"
"guncontrl_bc_private_rifl",2013,"CO"
"guncontrol_opencarr",2003,"CO"
"hatecrime",1988,"CO"
"hatecrimes",1988,"CO"
"hazing",1999,"CO"
"helmetlaw_17",2006,"CO"
"higissue",1994,"CO"
"higrenew",1991,"CO"
"hiport",1991,"CO"
"hiprecon",1994,"CO"
"hmomod2",1992,"CO"
"homerul",1902,"CO"
"humantraffic",2006,"CO"
"humrel",1951,"CO"
"hwyagen",1909,"CO"
"idas",2000,"CO"
"identitytheft",2000,"CO"
"imcontsub",1977,"CO"
"imitcontsub",1977,"CO"
"immigration_english_languag",1988,"CO"
"immigration_instate_tuition_ill",2013,"CO"
"inctax",1937,"CO"
"indgaming",1992,"CO"
"indlimit",1996,"CO"
"infanthear",1997,"CO"
"initiative",1910,"CO"
"insandefref",1984,"CO"
"insanity",1984,"CO"
"inspublic",1985,"CO"
"insurableinterestamendmenttotheuniformtrustcode",2011,"CO"
"interreg",2000,"CO"
"interstatecompactforadultoffendersupervision",2000,"CO"
"interstatecompactforjuveniles",1957,"CO"
"interstatecompactoneducationalopportunityformilitarychildren",2009,"CO"
"interstatecompacttoconserveoilandgas",1935,"CO"
"interstatecorrectionscompact",1971,"CO"
"interstatedepositionsanddiscoveryact",2008,"CO"
"interstatefamilysupportact19921996",1993,"CO"
"interstatefamilysupportact2001",2003,"CO"
"interstatefamilysupportactamendments2008",2015,"CO"
"interstateinsuranceproductregulationcompact",2004,"CO"
"interstatelibrarycompact",1969,"CO"
"interstatemedicallicensurecompact",2016,"CO"
"intestacywillsanddonativetransfersact",1991,"CO"
"jucoen",1937,"CO"
"juvct",1903,"CO"
"juvisup",1957,"CO"
"kinship",2002,"CO"
"labor_age_discriminatio",1935,"CO"
"labor_minwage_abovefe",2007,"CO"
"labor_prevailing_wage_la",1933,"CO"
"labor_relations_tafthar",1943,"CO"
"labor_state_ada_accomodat",1977,"CO"
"labor_state_retirement_syste",1935,"CO"
"laborag",1887,"CO"
"legpre",1953,"CO"
"legresea",1927,"CO"
"lemon",1984,"CO"
"libext",1899,"CO"
"licenses_accountant",1907,"CO"
"lien",1997,"CO"
"limitedcooperativeassociationact2007lastamended2013",2011,"CO"
"limitedpartnership1976",1981,"CO"
"livingwill",1985,"CO"
"lott",1983,"CO"
"mailreg",1995,"CO"
"manaccess",1999,"CO"
"managementofinstitutionalfundsact",1973,"CO"
"mandatorydispositionofdetainers",1969,"CO"
"mandnot",2006,"CO"
"marriageanddivorceactmodel",1973,"CO"
"medicaid_stateadoptio",1969,"CO"
"medmar",2000,"CO"
"meganslaw",1994,"CO"
"mendeapen",1993,"CO"
"merit",1940,"CO"
"methpre",2002,"CO"
"miglab",1958,"CO"
"militaryandoverseasvotersact",2011,"CO"
"minwage",1937,"CO"
"missplan",1966,"CO"
"mlda21",1987,"CO"
"mntlhlth",1965,"CO"
"mothersaid",1912,"CO"
"mothpen",1913,"CO"
"motorhelm",1969,"CO"
"motorvoter",1988,"CO"
"mprisdm",1990,"CO"
"msas",1994,"CO"
"multistatehighwaytransportationagreement",1985,"CO"
"multistatelotteryagreement",2001,"CO"
"naticurric",2004,"CO"
"nationalcrimepreventionandprivacycompact",2000,"CO"
"neighnot",1999,"CO"
"netmeter",2005,"CO"
"netmeter_yearadopted",2005,"CO"
"nonprobatetransfersondeathact",1990,"CO"
"nonresidentviolatorcompact",1981,"CO"
"norealid",2007,"CO"
"nrmlsch",1889,"CO"
"nrslic",1905,"CO"
"oldagea",1936,"CO"
"opencont",2006,"CO"
"painmanagement",1996,"CO"
"paperterror",1997,"CO"
"parentageact1973",1977,"CO"
"parksys",1937,"CO"
"parnotific",1998,"CO"
"parolesup",1939,"CO"
"partnershipact1997lastamended2013",1997,"CO"
"pbf",1994,"CO"
"perforfun",1994,"CO"
"pestcomp",2001,"CO"
"pharmlic",1887,"CO"
"physreq",1986,"CO"
"pldvpag",1935,"CO"
"postdna",2003,"CO"
"powerofattorney",2009,"CO"
"powersofappointment",2014,"CO"
"preconvictdays",1983,"CO"
"premaritalandmaritalagreementsact",2013,"CO"
"prepaid",1996,"CO"
"prepaytut",1996,"CO"
"principalandincomeact2000",2000,"CO"
"principalandincomeamendments2008",2009,"CO"
"prob",1949,"CO"
"probatecode",1973,"CO"
"probatecodeamendments2008",2009,"CO"
"prudentinvestoract",1995,"CO"
"prudentmanagementofinstitutionalfundsact",2008,"CO"
"pubaccess",1995,"CO"
"pubbrefeed",2004,"CO"
"pubhouen",1935,"CO"
"race_boehmke_fhpu",1959,"CO"
"race_boehmke_fhur",1959,"CO"
"race_disc_publicaccom_agenc",1957,"CO"
"race_fair_employmen",1965,"CO"
"race_fair_housing_law",1959,"CO"
"race_fair_housing_owne",1965,"CO"
"racialpro",2001,"CO"
"rackact",1981,"CO"
"rapeshield",1975,"CO"
"realest",1925,"CO"
"reciprocalenforcementofsupportact1950",1971,"CO"
"recipsup",1953,"CO"
"refuseserv",1986,"CO"
"regreq",1991,"CO"
"regulation_boehmke_grandvis",1980,"CO"
"regulation_boehmke_livingwil",1985,"CO"
"regulation_boehmke_shiel",1990,"CO"
"regulation_hate_crime",1988,"CO"
"regulation_homerul",1902,"CO"
"regulation_mandatory_car_insura",1974,"CO"
"regulation_mandatory_seatbelt",1987,"CO"
"regulation_motorcycle_helmet",1969,"CO"
"regulation_pain_suffering_limit",1988,"CO"
"regulation_rent_contro",1980,"CO"
"regulation_sedition_law",1935,"CO"
"regulation_utility_jurisdictio",1913,"CO"
"regulations_lemonla",1984,"CO"
"regulations_state_debt_limitati",1976,"CO"
"renewenergy",2004,"CO"
"renewport",2004,"CO"
"repsodomy",1972,"CO"
"retailtheft",1985,"CO"
"retstate",1931,"CO"
"revenue",1988,"CO"
"rico",1981,"CO"
"roadshwy",1909,"CO"
"rps_yearadopted",2004,"CO"
"savingplan",1999,"CO"
"schoolchoi",1990,"CO"
"sdce",2005,"CO"
"sexreginfo",1994,"CO"
"shoplift",1985,"CO"
"slains",1949,"CO"
"smokeban",2006,"CO"
"soexorder",1990,"CO"
"soil",1937,"CO"
"solaw",2007,"CO"
"sonofsam",1984,"CO"
"sonsam",1984,"CO"
"sprinsch",1861,"CO"
"st_wd_tran",1985,"CO"
"stalkdef",1999,"CO"
"stalking",1993,"CO"
"stateptr",1935,"CO"
"statrapage",1975,"CO"
"statrape",1975,"CO"
"statutoryformpowerofattorneyact",1992,"CO"
"statutoryruleagainstperpetuities",1991,"CO"
"stplnb",1935,"CO"
"strikes",1994,"CO"
"sundayban",1998,"CO"
"taxcom",1911,"CO"
"teacsec",1923,"CO"
"tels",1977,"CO"
"termlim",1990,"CO"
"terrorfund",2002,"CO"
"threestrikes",1994,"CO"
"todsecurityregistrationact",1991,"CO"
"tradesecretsact",1986,"CO"
"transboundarypollutionreciprocalaccessact",1984,"CO"
"transferstominorsact",1984,"CO"
"transport",1989,"CO"
"trustdecanting",2016,"CO"
"tu_decent",2004,"CO"
"u_record_sys",1987,"CO"
"uccarticle1generalprovisions2001",2006,"CO"
"uccarticle2aleases19871990",1991,"CO"
"uccarticle3negotiableinstruments1990",1994,"CO"
"uccarticle4aamendments2012",2013,"CO"
"uccarticle4afundstransfers1989",1990,"CO"
"uccarticle5lettersofcredit1995",1996,"CO"
"uccarticle6bulksales1989",1991,"CO"
"uccarticle7documentsoftitle2003",2006,"CO"
"uccarticle8investmentsecurities1994",1996,"CO"
"uccarticle9amendments",2002,"CO"
"uccarticle9amendments2010",2012,"CO"
"uccarticle9securedtransactions1998",2001,"CO"
"unclaimedpropertyact19521981",1987,"CO"
"uniformunclaimedpropertyact",1987,"CO"
"unincorporatednonprofitassociationact19921996",1994,"CO"
"unionlimits",1994,"CO"
"universalhealthcare",1993,"CO"
"unsworndeclarationsact",2017,"CO"
"unswornforeigndeclarationsact2008",2009,"CO"
"uppercoloradoriverbasincompact",1949,"CO"
"urbrenen",1949,"CO"
"utreg",1885,"CO"
"veteransguardianshipact1942",1945,"CO"
"viccomp",1981,"CO"
"vicrtsamd",1992,"CO"
"victimnotif",1984,"CO"
"victimnotification",1984,"CO"
"victimrights",1992,"CO"
"voterid",2003,"CO"
"vouchers",2003,"CO"
"w_abortion_parental_notice_1983",2003,"CO"
"w_envir_solar_taxcredit_loca",2007,"CO"
"w_envir_solar_taxcredit_stat",2010,"CO"
"w_environment_endangered_specie",1973,"CO"
"w_gayright_publi_accom_genderi",2008,"CO"
"w_race_disc_public_accommodatio",1885,"CO"
"welfagy",1891,"CO"
"westerncorrectionscompact",1971,"CO"
"westerninterstateenergycompact",1963,"CO"
"westernregionaleducationcompact",1951,"CO"
"wildlifeviolatorcompact",1989,"CO"
"willsrecognitionact",1989,"CO"
"witnessint",1984,"CO"
"witnessintimidation",1984,"CO"
"wmd",2003,"CO"
"workcom",1915,"CO"
"zerotol",1997,"CO"
"zerotoleranceapis",1997,"CO"
"zerotolerancelaw",1998,"CO"
"aborparn",1990,"CT"
"abortion_medicai",1986,"CT"
"acctlic",1907,"CT"
"adc",1941,"CT"
"adcom",1939,"CT"
"adultguardianshipandprotectiveproceedingsjurisdictionact",2012,"CT"
"afdc_u",1961,"CT"
"agreementondetainers",1957,"CT"
"agreementonqualificationsofeducationalpersonnel",1969,"CT"
"aidperm",1954,"CT"
"airpol",1959,"CT"
"alctreat",1945,"CT"
"amber",2002,"CT"
"anatomicalgift1968",1970,"CT"
"anatomicalgiftact2006",2010,"CT"
"anim_cruel_felonfirs",1996,"CT"
"animcruel",1996,"CT"
"antiage",1959,"CT"
"antibully",2002,"CT"
"antiinj",1939,"CT"
"antistalk",1992,"CT"
"anyactnot",1995,"CT"
"anyid2",1993,"CT"
"apology",2005,"CT"
"archlic",1933,"CT"
"arts",1965,"CT"
"athleteagentsact",2004,"CT"
"atlanticstatesmarinefisheriescompact",1940,"CT"
"attendanceofoutofstatewitnesses",1937,"CT"
"ausbalsys",1909,"CT"
"autism",2009,"CT"
"autoreg",1903,"CT"
"autosaf",1965,"CT"
"bangag",1997,"CT"
"barbanstate",2004,"CT"
"beaulic",1927,"CT"
"bikehelmet",1993,"CT"
"bldstds_yearadopted",2006,"CT"
"blind",1938,"CT"
"boehmke_snrpres",1986,"CT"
"boh",1878,"CT"
"bootcamp",1994,"CT"
"bottle",1978,"CT"
"bradycamp",1990,"CT"
"breastdensity",2009,"CT"
"breastfeed",1997,"CT"
"budgstd",1915,"CT"
"buildingcode",1969,"CT"
"bustaxationprorationandreciprocityagreement",1965,"CT"
"cappun",1973,"CT"
"cctheft",1971,"CT"
"cent",1985,"CT"
"certificateoftitleforvesselsact",2014,"CT"
"certificationofquestionsoflaw1967",1985,"CT"
"certificationofquestionsoflaw1995",1999,"CT"
"chartersch",1996,"CT"
"childabu",1965,"CT"
"childabuse",1965,"CT"
"childcustodyjurisdictionandenforcementact",1999,"CT"
"childlab",1911,"CT"
"childpornography",1985,"CT"
"childrest",1982,"CT"
"childseat",1982,"CT"
"chirolic",1917,"CT"
"cigtax",1935,"CT"
"citzon",1925,"CT"
"clinic_access",1993,"CT"
"colcanscr",2001,"CT"
"collegesavings",1997,"CT"
"comage",1945,"CT"
"commoninterestownershipact1982",1983,"CT"
"commoninterestownershipact1994",1995,"CT"
"commoninterestownershipact2008",2009,"CT"
"compactforeducation",1967,"CT"
"compactonadoptionandmedicalassistance",1999,"CT"
"compactonmentalhealth",1955,"CT"
"compactonplacementofchildren",1967,"CT"
"compcrime",1994,"CT"
"compsch",1872,"CT"
"comsrv12",1986,"CT"
"conacchwy",1939,"CT"
"connecticutriveratlanticsalmoncompact",1979,"CT"
"const_protect",1986,"CT"
"consumerleasesact",2002,"CT"
"continsurance",1999,"CT"
"contr_eq",1999,"CT"
"contrains",1999,"CT"
"corporlimits",1992,"CT"
"correct",1991,"CT"
"cpban",1985,"CT"
"credfreez",2005,"CT"
"crimeviccomp",1978,"CT"
"crtadm",1937,"CT"
"damremov",1999,"CT"
"deaf",1921,"CT"
"deathpen",1973,"CT"
"denlic",1893,"CT"
"dev_s1",2004,"CT"
"dev_s4",2007,"CT"
"dirprim",1955,"CT"
"discoveryofelectronicallystoredinformationrulesrelatingto",2011,"CT"
"discrenot",1995,"CT"
"dispositionofcommunitypropertyrightsatdeathact1971",1985,"CT"
"dnafelon",2003,"CT"
"dnaforexon",2000,"CT"
"dormantmineralinterestsactmodel",1987,"CT"
"driverlicensecompact",1993,"CT"
"drugs_boehmke_statrapag",1993,"CT"
"drugs_marijuana_decriminalizati",2011,"CT"
"drugs_medical_marijuan",2012,"CT"
"drugs_smoking_ban_restaurant",2003,"CT"
"drugtest",1987,"CT"
"dual_enroll",1986,"CT"
"dui",2002,"CT"
"dwireform",2002,"CT"
"earned_income_taxcredi",2012,"CT"
"education",1978,"CT"
"education_corporal_punishment_b",1989,"CT"
"education_teacher_cert_elementa",1940,"CT"
"education_teacher_cert_h",1922,"CT"
"edutv",1961,"CT"
"elecdereg",1998,"CT"
"electroniclegalmaterialact",2013,"CT"
"electronictransactionsact",2002,"CT"
"emcont_avail",2007,"CT"
"emergencymanagementassistancecompact",2000,"CT"
"eminentscholar",2006,"CT"
"enforcementofforeignjudgmentsact",1973,"CT"
"englic",1935,"CT"
"enterzone",1982,"CT"
"entitytransactionsactmodel2007lastamended2013",2011,"CT"
"environ",1990,"CT"
"environment_bottlebil",1980,"CT"
"environment_ca_car_emissions_st",2004,"CT"
"environment_electronic_wast",2008,"CT"
"environment_ghg_ca",2006,"CT"
"environment_publicbenefit_fund",1999,"CT"
"environment_state_nepa",1975,"CT"
"eqrightam",1974,"CT"
"equalpay",1949,"CT"
"estate_ta",2009,"CT"
"ewaste",2007,"CT"
"expsta",1887,"CT"
"fairemp",1947,"CT"
"fairtrade",1937,"CT"
"famcap",1995,"CT"
"famlim",1992,"CT"
"federallienregistrationact",1968,"CT"
"fhpriv",1959,"CT"
"fhpub",1949,"CT"
"fhurb",1953,"CT"
"fiduciaryaccesstodigitalassetsactrevised2015",2016,"CT"
"filmtaxcredit",2006,"CT"
"fish",1867,"CT"
"foca",1990,"CT"
"foia",1975,"CT"
"foreignmoneyclaimsact",1989,"CT"
"foreignmoneyjudgmentsrecognitionact",1988,"CT"
"forest",1901,"CT"
"fraudulenttransferact1984",1991,"CT"
"frontpass_seatbelt",1986,"CT"
"fundslife",1982,"CT"
"furlough",1969,"CT"
"gambling_lottery_adoptio",1982,"CT"
"gastax",1921,"CT"
"gay_employment_discrim_genderi",2011,"CT"
"gayhate",1990,"CT"
"gayrights_ban_sodom",1962,"CT"
"gayrights_civilunion",2005,"CT"
"gayrights_hatecrime",2004,"CT"
"gayrights_marriag",2008,"CT"
"gdl",1996,"CT"
"gender_disc_laws_post196",1967,"CT"
"genderrights_era_ratificatio",1973,"CT"
"genderrights_gender_equal_pa",1949,"CT"
"genderrights_nofault_divorc",1973,"CT"
"genderrights_state_era",1975,"CT"
"gilaw",2011,"CT"
"goodsam911",2011,"CT"
"grandvist",1979,"CT"
"guncontrl_bc_private_handgu",1995,"CT"
"guncontrl_bc_private_rifl",2014,"CT"
"guncontrl_waitperiod_handgu",1935,"CT"
"guncontrol_assaultweapon_ba",1993,"CT"
"guncontrol_licenses_dealer",1959,"CT"
"guncontrol_opencarr",1969,"CT"
"hatecrime",1990,"CT"
"hatecrimes",1990,"CT"
"hazing",1988,"CT"
"health",1988,"CT"
"helmetlaw_17",1990,"CT"
"higissue",1990,"CT"
"higrenew",1990,"CT"
"hiport",1990,"CT"
"hiprecon",1990,"CT"
"homerul",1951,"CT"
"hostliability",2006,"CT"
"humantraffic",2006,"CT"
"humrel",1947,"CT"
"hwyagen",1895,"CT"
"idas",2000,"CT"
"identitytheft",1999,"CT"
"idtheft",1999,"CT"
"imcontsub",1981,"CT"
"imitcontsub",1981,"CT"
"immigration_instate_tuition_ill",2011,"CT"
"indgaming",1991,"CT"
"indlimit",1992,"CT"
"indorgris",1994,"CT"
"infanthear",1997,"CT"
"infconsent",1992,"CT"
"infertility",1989,"CT"
"insandefref",1982,"CT"
"insanity",1982,"CT"
"interreg",1997,"CT"
"interstatecompactforadultoffendersupervision",1951,"CT"
"interstatecompactforjuveniles",1957,"CT"
"interstatecompactoneducationalopportunityformilitarychildren",2008,"CT"
"interstatecorrectionscompact",1973,"CT"
"interstatefamilysupportact19921996",1997,"CT"
"interstatefamilysupportact2001",2007,"CT"
"interstatefamilysupportactamendments2008",2015,"CT"
"interstatelibrarycompact",1967,"CT"
"jucoen",1959,"CT"
"juvct",1921,"CT"
"juvisup",1957,"CT"
"keg_reg",1999,"CT"
"kegreg",1999,"CT"
"kidhelmet",1993,"CT"
"kinship",2003,"CT"
"labor_age_discriminatio",1959,"CT"
"labor_collective_bargaining_sta",1976,"CT"
"labor_collective_bargaining_tea",1966,"CT"
"labor_minimumwage_me",1951,"CT"
"labor_minwage_abovefe",1971,"CT"
"labor_prevailing_wage_la",1935,"CT"
"labor_relations_wagne",1945,"CT"
"labor_state_ada_antidiscri",1973,"CT"
"labor_state_retirement_syste",1939,"CT"
"laborag",1873,"CT"
"landsalespractices",1969,"CT"
"legpre",1937,"CT"
"legresea",1907,"CT"
"lemon",1982,"CT"
"libext",1893,"CT"
"licenseplate",2003,"CT"
"licenses_accountant",1907,"CT"
"limitedliabilitycompany2006lastamended2013",2016,"CT"
"limitedpartnership1976",1979,"CT"
"livingwill",1985,"CT"
"lott",1971,"CT"
"mailreg",1990,"CT"
"manaccess",1997,"CT"
"managementofinstitutionalfundsact",1973,"CT"
"manclin",2001,"CT"
"medicaid_stateadoptio",1966,"CT"
"medmar",1981,"CT"
"meganslaw",1994,"CT"
"mendeapen",2001,"CT"
"merit",1937,"CT"
"minfine",1986,"CT"
"minwage",1940,"CT"
"mlda21",1985,"CT"
"mntlhlth",1955,"CT"
"modelstateadministrativeprocedureact1981",1971,"CT"
"mothersaid",1919,"CT"
"mothpen",1919,"CT"
"motorhelm",1967,"CT"
"motorvoter",1995,"CT"
"mprisdm",1986,"CT"
"multistatelotteryagreement",1995,"CT"
"naticurric",1999,"CT"
"nationalcrimepreventionandprivacycompact",2000,"CT"
"neighnot",1995,"CT"
"netmeter",1998,"CT"
"netmeter_yearadopted",1998,"CT"
"newbornheartscreen",2012,"CT"
"newenglandcorrectionscompact",1958,"CT"
"newenglandhighereducationcompact",1955,"CT"
"newenglandinterstatewaterpollutioncontrolcompact",1949,"CT"
"newenglandpolicecompact",1967,"CT"
"newenglandradiologicalhealthprotectioncompact",1969,"CT"
"northeasterninterstateforestfireprotectioncompact",1949,"CT"
"nrmlsch",1849,"CT"
"nrslic",1905,"CT"
"oldagea",1936,"CT"
"parksys",1912,"CT"
"parolesup",1941,"CT"
"partitionofheirspropertyact",2015,"CT"
"partnershipact1997lastamended2013",1995,"CT"
"perforfun",1985,"CT"
"pharmlic",1881,"CT"
"physreq",1991,"CT"
"pldvpag",1939,"CT"
"postdna",2000,"CT"
"postvia",1990,"CT"
"powerofattorney",2015,"CT"
"preconvictdays",1990,"CT"
"premaritalagreementact",1995,"CT"
"primaryenforce_all",1986,"CT"
"primseat",1986,"CT"
"principalandincomeact1962",1987,"CT"
"principalandincomeact2000",1999,"CT"
"principalandincomeamendments2008",2010,"CT"
"prkagcit",1945,"CT"
"prob",1955,"CT"
"prudentinvestoract",1997,"CT"
"prudentmanagementofinstitutionalfundsact",2007,"CT"
"pubaccess",1997,"CT"
"pubbenefits_yearadopted",1998,"CT"
"pubbrefeed",1997,"CT"
"pubhouen",1937,"CT"
"r_d_tax_credit",1993,"CT"
"race_boehmke_fhpu",1949,"CT"
"race_boehmke_fhur",1953,"CT"
"race_disc_publicaccom_agenc",1949,"CT"
"race_fair_employmen",1965,"CT"
"race_fair_housing_law",1959,"CT"
"race_fair_housing_owne",1963,"CT"
"racialpro",1999,"CT"
"rackact",1982,"CT"
"rapeshield",1982,"CT"
"realpropertyelectronicrecordingact",2008,"CT"
"recipsup",1958,"CT"
"refuseserv",1991,"CT"
"regreq",1994,"CT"
"regulation_bicycle_helmet",1993,"CT"
"regulation_boehmke_cogrowma",1971,"CT"
"regulation_boehmke_grandvis",1979,"CT"
"regulation_boehmke_livingwil",1985,"CT"
"regulation_boehmke_shiel",2006,"CT"
"regulation_forced_sterlization",1945,"CT"
"regulation_hate_crime",1990,"CT"
"regulation_homerul",1951,"CT"
"regulation_housing_directstatea",1947,"CT"
"regulation_mandatory_car_insura",1973,"CT"
"regulation_mandatory_seatbelt",1986,"CT"
"regulation_motorcycle_helmet",1967,"CT"
"regulation_rent_contro",1959,"CT"
"regulation_rfr",1993,"CT"
"regulation_sedition_law",1949,"CT"
"regulation_utility_jurisdictio",1911,"CT"
"regulations_lemonla",1982,"CT"
"renewenergy",1998,"CT"
"renewport",1998,"CT"
"repsodomy",1971,"CT"
"residentiallandlordandtenantact1972",1979,"CT"
"restaurantbanstate",2004,"CT"
"restruct",1998,"CT"
"retailtheft",1973,"CT"
"retainag",1957,"CT"
"retstate",1939,"CT"
"revenue",1989,"CT"
"rico",1982,"CT"
"roadshwy",1895,"CT"
"rps_yearadopted",1998,"CT"
"savingplan",1997,"CT"
"sdce",2007,"CT"
"shield",2006,"CT"
"shoplift",1973,"CT"
"slains",1913,"CT"
"smokeban",2003,"CT"
"snrpresc",1986,"CT"
"soil",1945,"CT"
"solaw",1991,"CT"
"sonofsam",1982,"CT"
"sonsam",1982,"CT"
"sprinsch",1839,"CT"
"st_wd_tran",1997,"CT"
"stalking",1992,"CT"
"stateptr",1903,"CT"
"statrapage",1993,"CT"
"statrape",1993,"CT"
"statutoryruleagainstperpetuities",1989,"CT"
