policy_id,adopted_year,state,state_name,long,lat,adoption_case
prudentinvestoract,1997,AR,Arkansas,-92.2789,34.7244,1
prudentmanagementofinstitutionalfundsact,2009,AR,Arkansas,-92.2789,34.7244,1
pubbrefeed,2007,AR,Arkansas,-92.2789,34.7244,1
pubhouen,1937,AR,Arkansas,-92.2789,34.7244,1
r_d_tax_credit,2003,AR,Arkansas,-92.2789,34.7244,1
racialpro,2003,AR,Arkansas,-92.2789,34.7244,1
rapeshield,1977,AR,Arkansas,-92.2789,34.7244,1
realest,1929,AR,Arkansas,-92.2789,34.7244,1
realpropertyelectronicrecordingact,2007,AR,Arkansas,-92.2789,34.7244,1
recipsup,1959,AR,Arkansas,-92.2789,34.7244,1
refuseserv,1991,AR,Arkansas,-92.2789,34.7244,1
registeredagentsactmodel2006lastamended2011,2007,AR,Arkansas,-92.2789,34.7244,1
regulation_boehmke_grandvis,1983,AR,Arkansas,-92.2789,34.7244,1
regulation_boehmke_livingwil,1977,AR,Arkansas,-92.2789,34.7244,1
regulation_boehmke_shiel,1936,AR,Arkansas,-92.2789,34.7244,1
regulation_mandatory_seatbelt,1991,AR,Arkansas,-92.2789,34.7244,1
regulation_motorcycle_helmet,1967,AR,Arkansas,-92.2789,34.7244,1
regulation_rent_contro,1993,AR,Arkansas,-92.2789,34.7244,1
regulation_sedition_law,1947,AR,Arkansas,-92.2789,34.7244,1
regulation_utility_jurisdictio,1935,AR,Arkansas,-92.2789,34.7244,1
regulations_lemonla,1993,AR,Arkansas,-92.2789,34.7244,1
regulations_state_debt_limitati,1934,AR,Arkansas,-92.2789,34.7244,1
repsodomy,2002,AR,Arkansas,-92.2789,34.7244,1
requireanyid2,2013,AR,Arkansas,-92.2789,34.7244,1
retailtheft,1975,AR,Arkansas,-92.2789,34.7244,1
retstate,1954,AR,Arkansas,-92.2789,34.7244,1
right2work,1944,AR,Arkansas,-92.2789,34.7244,1
rightsoftheterminallyillact1985,1987,AR,Arkansas,-92.2789,34.7244,1
roadshwy,1913,AR,Arkansas,-92.2789,34.7244,1
rulesofevidence1974,1976,AR,Arkansas,-92.2789,34.7244,1
sals,1962,AR,Arkansas,-92.2789,34.7244,1
savingplan,1999,AR,Arkansas,-92.2789,34.7244,1
schoolchoi,1989,AR,Arkansas,-92.2789,34.7244,1
segoss,1943,AR,Arkansas,-92.2789,34.7244,1
shield,1936,AR,Arkansas,-92.2789,34.7244,1
shoplift,1975,AR,Arkansas,-92.2789,34.7244,1
simultaneousdeathact,2005,AR,Arkansas,-92.2789,34.7244,1
slains,1946,AR,Arkansas,-92.2789,34.7244,1
snrpresc,2001,AR,Arkansas,-92.2789,34.7244,1
soil,1937,AR,Arkansas,-92.2789,34.7244,1
sonofsam,1985,AR,Arkansas,-92.2789,34.7244,1
sonsam,1985,AR,Arkansas,-92.2789,34.7244,1
southerndairycompact,1997,AR,Arkansas,-92.2789,34.7244,1
southerngrowthpoliciescompact,1973,AR,Arkansas,-92.2789,34.7244,1
southernregionaleducationcompact,1949,AR,Arkansas,-92.2789,34.7244,1
sprinsch,1874,AR,Arkansas,-92.2789,34.7244,1
st_wd_tran,1989,AR,Arkansas,-92.2789,34.7244,1
stalking,1995,AR,Arkansas,-92.2789,34.7244,1
stateptr,1935,AR,Arkansas,-92.2789,34.7244,1
statrapage,1975,AR,Arkansas,-92.2789,34.7244,1
statrape,1975,AR,Arkansas,-92.2789,34.7244,1
statutoryformpowerofattorneyact,1999,AR,Arkansas,-92.2789,34.7244,1
statutoryruleagainstperpetuities,2007,AR,Arkansas,-92.2789,34.7244,1
stplnb,1935,AR,Arkansas,-92.2789,34.7244,1
strikes,1995,AR,Arkansas,-92.2789,34.7244,1
sundayban,1998,AR,Arkansas,-92.2789,34.7244,1
taxcom,1909,AR,Arkansas,-92.2789,34.7244,1
telgrareg,1859,AR,Arkansas,-92.2789,34.7244,1
termlim,1992,AR,Arkansas,-92.2789,34.7244,1
terrorfund,2003,AR,Arkansas,-92.2789,34.7244,1
testamentaryadditionstotrustsact,1995,AR,Arkansas,-92.2789,34.7244,1
threestrikes,1995,AR,Arkansas,-92.2789,34.7244,1
todsecurityregistrationact,1993,AR,Arkansas,-92.2789,34.7244,1
tradesecretsact,1981,AR,Arkansas,-92.2789,34.7244,1
transferstominorsact,1985,AR,Arkansas,-92.2789,34.7244,1
trap,1999,AR,Arkansas,-92.2789,34.7244,1
trap_hosp,1983,AR,Arkansas,-92.2789,34.7244,1
trap_lic,1983,AR,Arkansas,-92.2789,34.7244,1
trustcode,2005,AR,Arkansas,-92.2789,34.7244,1
u_record_sys,1993,AR,Arkansas,-92.2789,34.7244,1
uccarticle1generalprovisions2001,2005,AR,Arkansas,-92.2789,34.7244,1
uccarticle2aleases19871990,1993,AR,Arkansas,-92.2789,34.7244,1
uccarticle3negotiableinstruments1990,1991,AR,Arkansas,-92.2789,34.7244,1
uccarticle3negotiableinstrumentsandarticle4bankdeposits2002,2005,AR,Arkansas,-92.2789,34.7244,1
uccarticle4aamendments2012,2013,AR,Arkansas,-92.2789,34.7244,1
uccarticle4afundstransfers1989,1991,AR,Arkansas,-92.2789,34.7244,1
uccarticle5lettersofcredit1995,1997,AR,Arkansas,-92.2789,34.7244,1
uccarticle6bulksales1989,1991,AR,Arkansas,-92.2789,34.7244,1
uccarticle7documentsoftitle2003,2007,AR,Arkansas,-92.2789,34.7244,1
uccarticle8investmentsecurities1994,1995,AR,Arkansas,-92.2789,34.7244,1
uccarticle9amendments,1973,AR,Arkansas,-92.2789,34.7244,1
uccarticle9amendments2010,2013,AR,Arkansas,-92.2789,34.7244,1
uccarticle9securedtransactions1998,2001,AR,Arkansas,-92.2789,34.7244,1
ultrasound,2003,AR,Arkansas,-92.2789,34.7244,1
unclaimedpropertyact,1999,AR,Arkansas,-92.2789,34.7244,1
unclaimedpropertyact19521981,1979,AR,Arkansas,-92.2789,34.7244,1
unincorporatednonprofitassociationact19921996,1997,AR,Arkansas,-92.2789,34.7244,1
unincorporatednonprofitassociationact2008lastamended2011,2011,AR,Arkansas,-92.2789,34.7244,1
unionlimits,1992,AR,Arkansas,-92.2789,34.7244,1
unswornforeigndeclarationsact2008,2017,AR,Arkansas,-92.2789,34.7244,1
urbrenen,1947,AR,Arkansas,-92.2789,34.7244,1
utreg,1899,AR,Arkansas,-92.2789,34.7244,1
veteransguardianshipact1942,1943,AR,Arkansas,-92.2789,34.7244,1
viccomp,1987,AR,Arkansas,-92.2789,34.7244,1
victimnotif,1997,AR,Arkansas,-92.2789,34.7244,1
victimnotification,1997,AR,Arkansas,-92.2789,34.7244,1
voidabletransactionsactamendments2014_formerlyfraudulenttransferact,2017,AR,Arkansas,-92.2789,34.7244,1
voterid,1999,AR,Arkansas,-92.2789,34.7244,1
w_abortion_parental_notice_1983,1989,AR,Arkansas,-92.2789,34.7244,1
w_animal_cruelty_felon,2009,AR,Arkansas,-92.2789,34.7244,1
w_educ_mom_silentpermis,1995,AR,Arkansas,-92.2789,34.7244,1
waiting,2001,AR,Arkansas,-92.2789,34.7244,1
welfagy,1893,AR,Arkansas,-92.2789,34.7244,1
witnessint,1975,AR,Arkansas,-92.2789,34.7244,1
witnessintimidation,1975,AR,Arkansas,-92.2789,34.7244,1
wk20via,2013,AR,Arkansas,-92.2789,34.7244,1
wmd,2003,AR,Arkansas,-92.2789,34.7244,1
workcom,1939,AR,Arkansas,-92.2789,34.7244,1
zerotol,1993,AR,Arkansas,-92.2789,34.7244,1
zerotoleranceapis,1993,AR,Arkansas,-92.2789,34.7244,1
zerotolerancelaw,1993,AR,Arkansas,-92.2789,34.7244,1
aborparn,1982,AZ,Arizona,-112.0738,33.4483,1
abortion_consent_1992_201,2011,AZ,Arizona,-112.0738,33.4483,1
abortion_medicai,2002,AZ,Arizona,-112.0738,33.4483,1
absvot,1992,AZ,Arizona,-112.0738,33.4483,1
acctlic,1919,AZ,Arizona,-112.0738,33.4483,1
adawork,1950,AZ,Arizona,-112.0738,33.4483,1
adc,1936,AZ,Arizona,-112.0738,33.4483,1
adcom,1937,AZ,Arizona,-112.0738,33.4483,1
admittpriv,2011,AZ,Arizona,-112.0738,33.4483,1
adultguardianshipandprotectiveproceedingsjurisdictionact,2010,AZ,Arizona,-112.0738,33.4483,1
advertban,1997,AZ,Arizona,-112.0738,33.4483,1
agreementondetainers,1970,AZ,Arizona,-112.0738,33.4483,1
airpol,1959,AZ,Arizona,-112.0738,33.4483,1
alcbevcon,1939,AZ,Arizona,-112.0738,33.4483,1
amber,2002,AZ,Arizona,-112.0738,33.4483,1
anatomicalgiftact1987,1996,AZ,Arizona,-112.0738,33.4483,1
anatomicalgiftact2006,2007,AZ,Arizona,-112.0738,33.4483,1
anim_cruel_felonfirs,1999,AZ,Arizona,-112.0738,33.4483,1
animcruel,1999,AZ,Arizona,-112.0738,33.4483,1
antibully,2005,AZ,Arizona,-112.0738,33.4483,1
antiinj,1913,AZ,Arizona,-112.0738,33.4483,1
antistalk,1993,AZ,Arizona,-112.0738,33.4483,1
anyid2,2004,AZ,Arizona,-112.0738,33.4483,1
apology,2005,AZ,Arizona,-112.0738,33.4483,1
appointmentofcommissioners,1953,AZ,Arizona,-112.0738,33.4483,1
arbitrationact2000,2010,AZ,Arizona,-112.0738,33.4483,1
archlic,1921,AZ,Arizona,-112.0738,33.4483,1
athleteagentsact,2001,AZ,Arizona,-112.0738,33.4483,1
attendanceofoutofstatewitnesses,1937,AZ,Arizona,-112.0738,33.4483,1
ausbalsys,1891,AZ,Arizona,-112.0738,33.4483,1
autism,2008,AZ,Arizona,-112.0738,33.4483,1
autoreg,1912,AZ,Arizona,-112.0738,33.4483,1
autosaf,1964,AZ,Arizona,-112.0738,33.4483,1
banfaninc,2000,AZ,Arizona,-112.0738,33.4483,1
bangag,1997,AZ,Arizona,-112.0738,33.4483,1
barbanstate,2007,AZ,Arizona,-112.0738,33.4483,1
beaulic,1928,AZ,Arizona,-112.0738,33.4483,1
bldstds_yearadopted,1998,AZ,Arizona,-112.0738,33.4483,1
blind,1936,AZ,Arizona,-112.0738,33.4483,1
boh,1903,AZ,Arizona,-112.0738,33.4483,1
breastfeed,2006,AZ,Arizona,-112.0738,33.4483,1
broadcom,1996,AZ,Arizona,-112.0738,33.4483,1
budgstd,1919,AZ,Arizona,-112.0738,33.4483,1
cappun,1973,AZ,Arizona,-112.0738,33.4483,1
ccreceipt,2001,AZ,Arizona,-112.0738,33.4483,1
cctheft,1997,AZ,Arizona,-112.0738,33.4483,1
chartersch,1994,AZ,Arizona,-112.0738,33.4483,1
childabu,1964,AZ,Arizona,-112.0738,33.4483,1
childabuse,1964,AZ,Arizona,-112.0738,33.4483,1
childcustodyjurisdictionandenforcementact,1978,AZ,Arizona,-112.0738,33.4483,1
childlab,1912,AZ,Arizona,-112.0738,33.4483,1
childpornography,1998,AZ,Arizona,-112.0738,33.4483,1
childrest,1983,AZ,Arizona,-112.0738,33.4483,1
childseat,1983,AZ,Arizona,-112.0738,33.4483,1
chirolic,1921,AZ,Arizona,-112.0738,33.4483,1
cigtax,1933,AZ,Arizona,-112.0738,33.4483,1
citzon,1925,AZ,Arizona,-112.0738,33.4483,1
civinjaut,1998,AZ,Arizona,-112.0738,33.4483,1
cogrowman,1998,AZ,Arizona,-112.0738,33.4483,1
collaborativelawact,2015,AZ,Arizona,-112.0738,33.4483,1
collegesavings,1997,AZ,Arizona,-112.0738,33.4483,1
coloradorivercompact,1944,AZ,Arizona,-112.0738,33.4483,1
compactforeducation,1981,AZ,Arizona,-112.0738,33.4483,1
compcrime,1978,AZ,Arizona,-112.0738,33.4483,1
compsch,1899,AZ,Arizona,-112.0738,33.4483,1
comsrv12,1982,AZ,Arizona,-112.0738,33.4483,1
conacchwy,1939,AZ,Arizona,-112.0738,33.4483,1
concealedcarry,1994,AZ,Arizona,-112.0738,33.4483,1
condominiumact,1982,AZ,Arizona,-112.0738,33.4483,1
conservationeasementact,1985,AZ,Arizona,-112.0738,33.4483,1
consgsoil,1927,AZ,Arizona,-112.0738,33.4483,1
const_protect,2002,AZ,Arizona,-112.0738,33.4483,1
continsurance,2002,AZ,Arizona,-112.0738,33.4483,1
contr_eq,2002,AZ,Arizona,-112.0738,33.4483,1
contrains,2002,AZ,Arizona,-112.0738,33.4483,1
controlledsubstancesact,1979,AZ,Arizona,-112.0738,33.4483,1
corporateeff_yearadopted,2006,AZ,Arizona,-112.0738,33.4483,1
corporlimits,1992,AZ,Arizona,-112.0738,33.4483,1
cpban,1998,AZ,Arizona,-112.0738,33.4483,1
creditcardtheft,1997,AZ,Arizona,-112.0738,33.4483,1
crimeviccomp,1986,AZ,Arizona,-112.0738,33.4483,1
crtadm,1960,AZ,Arizona,-112.0738,33.4483,1
custodialtrustact,2002,AZ,Arizona,-112.0738,33.4483,1
damagereduce,1991,AZ,Arizona,-112.0738,33.4483,1
deathpen,1973,AZ,Arizona,-112.0738,33.4483,1
debtlim,1867,AZ,Arizona,-112.0738,33.4483,1
declaratoryjudgmentsact,1927,AZ,Arizona,-112.0738,33.4483,1
denlic,1913,AZ,Arizona,-112.0738,33.4483,1
dirdem,1911,AZ,Arizona,-112.0738,33.4483,1
dirprim,1909,AZ,Arizona,-112.0738,33.4483,1
disclaimerofpropertyinterestsact,2005,AZ,Arizona,-112.0738,33.4483,1
divisionofincomefortaxpurposes,1983,AZ,Arizona,-112.0738,33.4483,1
dnafelon,2002,AZ,Arizona,-112.0738,33.4483,1
dnaforexon,2000,AZ,Arizona,-112.0738,33.4483,1
driverlicensecompact,1963,AZ,Arizona,-112.0738,33.4483,1
drugs_boehmke_statrapag,1993,AZ,Arizona,-112.0738,33.4483,1
drugs_boehmke_zeroto,1990,AZ,Arizona,-112.0738,33.4483,1
drugs_medical_marijuan,2011,AZ,Arizona,-112.0738,33.4483,1
drugs_smoking_ban_restaurant,2007,AZ,Arizona,-112.0738,33.4483,1
drugs_smoking_ban_workplace,2007,AZ,Arizona,-112.0738,33.4483,1
drugtest,1994,AZ,Arizona,-112.0738,33.4483,1
dual_enroll,1984,AZ,Arizona,-112.0738,33.4483,1
dui,2001,AZ,Arizona,-112.0738,33.4483,1
dui08,2001,AZ,Arizona,-112.0738,33.4483,1
dwireform,2001,AZ,Arizona,-112.0738,33.4483,1
earlvot,1993,AZ,Arizona,-112.0738,33.4483,1
econdev,1991,AZ,Arizona,-112.0738,33.4483,1
education_teacher_cert_elementa,1936,AZ,Arizona,-112.0738,33.4483,1
education_teacher_cert_h,1921,AZ,Arizona,-112.0738,33.4483,1
elecdereg,1998,AZ,Arizona,-112.0738,33.4483,1
electroniclegalmaterialact,2016,AZ,Arizona,-112.0738,33.4483,1
electronictransactionsact,2000,AZ,Arizona,-112.0738,33.4483,1
emergencymanagementassistancecompact,2000,AZ,Arizona,-112.0738,33.4483,1
eminentscholar,1991,AZ,Arizona,-112.0738,33.4483,1
enforcementofforeignjudgmentsact,1971,AZ,Arizona,-112.0738,33.4483,1
englic,1921,AZ,Arizona,-112.0738,33.4483,1
engonly,2006,AZ,Arizona,-112.0738,33.4483,1
enterzone,1988,AZ,Arizona,-112.0738,33.4483,1
entitytransactionsactmodel2007lastamended2013,2014,AZ,Arizona,-112.0738,33.4483,1
environment_ca_car_emissions_st,2006,AZ,Arizona,-112.0738,33.4483,1
equalpay,1962,AZ,Arizona,-112.0738,33.4483,1
expsta,1889,AZ,Arizona,-112.0738,33.4483,1
fairtrade,1936,AZ,Arizona,-112.0738,33.4483,1
famcap,1994,AZ,Arizona,-112.0738,33.4483,1
famlim,1992,AZ,Arizona,-112.0738,33.4483,1
federallienregistrationact,1990,AZ,Arizona,-112.0738,33.4483,1
fetaldispos,1986,AZ,Arizona,-112.0738,33.4483,1
fetalhomic,2005,AZ,Arizona,-112.0738,33.4483,1
fiduciaryaccesstodigitalassetsactrevised2015,2016,AZ,Arizona,-112.0738,33.4483,1
filmtaxcredit,2006,AZ,Arizona,-112.0738,33.4483,1
fish,1881,AZ,Arizona,-112.0738,33.4483,1
foia,1901,AZ,Arizona,-112.0738,33.4483,1
foreign_countrymoneyjudgmentsrecognitionact,2015,AZ,Arizona,-112.0738,33.4483,1
fraudulenttransferact1984,1990,AZ,Arizona,-112.0738,33.4483,1
frontpass_seatbelt,1991,AZ,Arizona,-112.0738,33.4483,1
fundslife,1988,AZ,Arizona,-112.0738,33.4483,1
fundslifehea,1994,AZ,Arizona,-112.0738,33.4483,1
furlough,1970,AZ,Arizona,-112.0738,33.4483,1
gagrule,1999,AZ,Arizona,-112.0738,33.4483,1
gambling_lottery_adoptio,1981,AZ,Arizona,-112.0738,33.4483,1
gastax,1921,AZ,Arizona,-112.0738,33.4483,1
gayhate,1997,AZ,Arizona,-112.0738,33.4483,1
gaymarban,1996,AZ,Arizona,-112.0738,33.4483,1
gayrights_ban_sodom,1962,AZ,Arizona,-112.0738,33.4483,1
gayrights_hatecrime,2003,AZ,Arizona,-112.0738,33.4483,1
gdl,2000,AZ,Arizona,-112.0738,33.4483,1
gender_disc_laws_post196,1965,AZ,Arizona,-112.0738,33.4483,1
genderrights_gender_equal_pa,1962,AZ,Arizona,-112.0738,33.4483,1
genderrights_nofault_divorc,1973,AZ,Arizona,-112.0738,33.4483,1
governance_reform,1993,AZ,Arizona,-112.0738,33.4483,1
grandvist,1983,AZ,Arizona,-112.0738,33.4483,1
guncontrol_opencarr,1994,AZ,Arizona,-112.0738,33.4483,1
harass,1998,AZ,Arizona,-112.0738,33.4483,1
hatecrimes,2001,AZ,Arizona,-112.0738,33.4483,1
hazing,2001,AZ,Arizona,-112.0738,33.4483,1
health,1987,AZ,Arizona,-112.0738,33.4483,1
helmetlaw_17,1980,AZ,Arizona,-112.0738,33.4483,1
higissue,1993,AZ,Arizona,-112.0738,33.4483,1
higrenew,1993,AZ,Arizona,-112.0738,33.4483,1
hiport,1993,AZ,Arizona,-112.0738,33.4483,1
hiprecon,1993,AZ,Arizona,-112.0738,33.4483,1
homerul,1912,AZ,Arizona,-112.0738,33.4483,1
hostliability,1998,AZ,Arizona,-112.0738,33.4483,1
hsexit,1996,AZ,Arizona,-112.0738,33.4483,1
humantraffic,2005,AZ,Arizona,-112.0738,33.4483,1
hwyagen,1909,AZ,Arizona,-112.0738,33.4483,1
idas,1995,AZ,Arizona,-112.0738,33.4483,1
ide,1997,AZ,Arizona,-112.0738,33.4483,1
identitytheft,1996,AZ,Arizona,-112.0738,33.4483,1
idtheft,1996,AZ,Arizona,-112.0738,33.4483,1
imcontsub,1982,AZ,Arizona,-112.0738,33.4483,1
imitcontsub,1982,AZ,Arizona,-112.0738,33.4483,1
immigration_english_languag,2006,AZ,Arizona,-112.0738,33.4483,1
inctax,1933,AZ,Arizona,-112.0738,33.4483,1
indgaming,1992,AZ,Arizona,-112.0738,33.4483,1
indlimit,1992,AZ,Arizona,-112.0738,33.4483,1
infanthear,2005,AZ,Arizona,-112.0738,33.4483,1
infconsent,2009,AZ,Arizona,-112.0738,33.4483,1
initiative,1911,AZ,Arizona,-112.0738,33.4483,1
ins_stateexch,2011,AZ,Arizona,-112.0738,33.4483,1
insandefref,1983,AZ,Arizona,-112.0738,33.4483,1
insanity,1983,AZ,Arizona,-112.0738,33.4483,1
insprivate,2011,AZ,Arizona,-112.0738,33.4483,1
inst_tu_vet,2006,AZ,Arizona,-112.0738,33.4483,1
intbar,1933,AZ,Arizona,-112.0738,33.4483,1
interstatecompactforadultoffendersupervision,2002,AZ,Arizona,-112.0738,33.4483,1
interstatecompactforjuveniles,1961,AZ,Arizona,-112.0738,33.4483,1
interstatecompactoneducationalopportunityformilitarychildren,2008,AZ,Arizona,-112.0738,33.4483,1
interstatecompactonlicensureofparticipantsinhorseracingwithpari_mutuelwagering,2002,AZ,Arizona,-112.0738,33.4483,1
interstatecompacttoconserveoilandgas,1955,AZ,Arizona,-112.0738,33.4483,1
interstatecorrectionscompact,1972,AZ,Arizona,-112.0738,33.4483,1
interstatedepositionsanddiscoveryact,2012,AZ,Arizona,-112.0738,33.4483,1
interstatefamilysupportact19921996,1993,AZ,Arizona,-112.0738,33.4483,1
interstatefamilysupportact2001,2004,AZ,Arizona,-112.0738,33.4483,1
interstatefamilysupportactamendments2008,2015,AZ,Arizona,-112.0738,33.4483,1
interstateinsuranceproductregulationcompact,2014,AZ,Arizona,-112.0738,33.4483,1
interstatemedicallicensurecompact,2016,AZ,Arizona,-112.0738,33.4483,1
intestacywillsanddonativetransfersact,1994,AZ,Arizona,-112.0738,33.4483,1
jucoen,1927,AZ,Arizona,-112.0738,33.4483,1
juvct,1941,AZ,Arizona,-112.0738,33.4483,1
juvisup,1961,AZ,Arizona,-112.0738,33.4483,1
kinship,2000,AZ,Arizona,-112.0738,33.4483,1
labor_age_discriminatio,1961,AZ,Arizona,-112.0738,33.4483,1
labor_minwage_abovefe,2007,AZ,Arizona,-112.0738,33.4483,1
labor_prevailing_wage_la,1912,AZ,Arizona,-112.0738,33.4483,1
labor_right_to_wor,1947,AZ,Arizona,-112.0738,33.4483,1
labor_state_ada_accomodat,1985,AZ,Arizona,-112.0738,33.4483,1
labor_state_retirement_syste,1953,AZ,Arizona,-112.0738,33.4483,1
laborag,1925,AZ,Arizona,-112.0738,33.4483,1
legresea,1953,AZ,Arizona,-112.0738,33.4483,1
lemon,1984,AZ,Arizona,-112.0738,33.4483,1
libext,1949,AZ,Arizona,-112.0738,33.4483,1
licenseplate,2009,AZ,Arizona,-112.0738,33.4483,1
licenses_accountant,1919,AZ,Arizona,-112.0738,33.4483,1
lien,1998,AZ,Arizona,-112.0738,33.4483,1
limitedpartnership1976,1982,AZ,Arizona,-112.0738,33.4483,1
livingwill,1985,AZ,Arizona,-112.0738,33.4483,1
lott,1981,AZ,Arizona,-112.0738,33.4483,1
mailreg,1992,AZ,Arizona,-112.0738,33.4483,1
manclin,2000,AZ,Arizona,-112.0738,33.4483,1
mandatorydispositionofdetainers,1969,AZ,Arizona,-112.0738,33.4483,1
marriageanddivorceactmodel,1973,AZ,Arizona,-112.0738,33.4483,1
medicalrest,2011,AZ,Arizona,-112.0738,33.4483,1
medmar,1996,AZ,Arizona,-112.0738,33.4483,1
meganslaw,1996,AZ,Arizona,-112.0738,33.4483,1
mendeapen,2001,AZ,Arizona,-112.0738,33.4483,1
merit,1940,AZ,Arizona,-112.0738,33.4483,1
methpre,2005,AZ,Arizona,-112.0738,33.4483,1
miglab,1956,AZ,Arizona,-112.0738,33.4483,1
minfine,1983,AZ,Arizona,-112.0738,33.4483,1
minorstudentcapacitytoborrowact1969,1971,AZ,Arizona,-112.0738,33.4483,1
minwage,1939,AZ,Arizona,-112.0738,33.4483,1
missplan,1974,AZ,Arizona,-112.0738,33.4483,1
mlda21,1985,AZ,Arizona,-112.0738,33.4483,1
modelstateadministrativeprocedureact1981,1986,AZ,Arizona,-112.0738,33.4483,1
mothersaid,1917,AZ,Arizona,-112.0738,33.4483,1
mothpen,1914,AZ,Arizona,-112.0738,33.4483,1
motorhelm,1969,AZ,Arizona,-112.0738,33.4483,1
motorvoter,1984,AZ,Arizona,-112.0738,33.4483,1
mprisdm,1982,AZ,Arizona,-112.0738,33.4483,1
msas,1994,AZ,Arizona,-112.0738,33.4483,1
multiple_personaccounts,1994,AZ,Arizona,-112.0738,33.4483,1
multistatehighwaytransportationagreement,1982,AZ,Arizona,-112.0738,33.4483,1
multistatelotteryagreement,1994,AZ,Arizona,-112.0738,33.4483,1
naticurric,2005,AZ,Arizona,-112.0738,33.4483,1
nationalcrimepreventionandprivacycompact,2002,AZ,Arizona,-112.0738,33.4483,1
natreso,1987,AZ,Arizona,-112.0738,33.4483,1
netmeter_yearadopted,2008,AZ,Arizona,-112.0738,33.4483,1
nonprobatetransfersondeathact,1994,AZ,Arizona,-112.0738,33.4483,1
nonresidentviolatorcompact,1992,AZ,Arizona,-112.0738,33.4483,1
norealid,2008,AZ,Arizona,-112.0738,33.4483,1
nrmlsch,1885,AZ,Arizona,-112.0738,33.4483,1
nrslic,1921,AZ,Arizona,-112.0738,33.4483,1
nurselicensurecompact,1998,AZ,Arizona,-112.0738,33.4483,1
oldagea,1937,AZ,Arizona,-112.0738,33.4483,1
opencont,2001,AZ,Arizona,-112.0738,33.4483,1
painmanagement,1997,AZ,Arizona,-112.0738,33.4483,1
paperterror,1998,AZ,Arizona,-112.0738,33.4483,1
parconsent,1989,AZ,Arizona,-112.0738,33.4483,1
parolesup,1937,AZ,Arizona,-112.0738,33.4483,1
partnershipact1997lastamended2013,1996,AZ,Arizona,-112.0738,33.4483,1
personaltax_yearadopted,1994,AZ,Arizona,-112.0738,33.4483,1
personaltaxeff_yearadopted,2001,AZ,Arizona,-112.0738,33.4483,1
pestcomp,1994,AZ,Arizona,-112.0738,33.4483,1
pharmlic,1935,AZ,Arizona,-112.0738,33.4483,1
physicaltherapylicensurecompact,2016,AZ,Arizona,-112.0738,33.4483,1
physreq,2002,AZ,Arizona,-112.0738,33.4483,1
postdna,2000,AZ,Arizona,-112.0738,33.4483,1
postvia,1986,AZ,Arizona,-112.0738,33.4483,1
preconvictdays,1988,AZ,Arizona,-112.0738,33.4483,1
premaritalagreementact,1991,AZ,Arizona,-112.0738,33.4483,1
principalandincomeact1962,1984,AZ,Arizona,-112.0738,33.4483,1
principalandincomeact2000,2001,AZ,Arizona,-112.0738,33.4483,1
principalandincomeamendments2008,2009,AZ,Arizona,-112.0738,33.4483,1
prisondayswag,1980,AZ,Arizona,-112.0738,33.4483,1
probatecode,1973,AZ,Arizona,-112.0738,33.4483,1
prudentinvestoract,1996,AZ,Arizona,-112.0738,33.4483,1
prudentmanagementofinstitutionalfundsact,2008,AZ,Arizona,-112.0738,33.4483,1
pubbrefeed,2006,AZ,Arizona,-112.0738,33.4483,1
pubfacilities,1981,AZ,Arizona,-112.0738,33.4483,1
pubhouen,1939,AZ,Arizona,-112.0738,33.4483,1
r_d_tax_credit,1994,AZ,Arizona,-112.0738,33.4483,1
race_fair_employmen,1965,AZ,Arizona,-112.0738,33.4483,1
rackact,1978,AZ,Arizona,-112.0738,33.4483,1
rapeshield,1998,AZ,Arizona,-112.0738,33.4483,1
realest,1921,AZ,Arizona,-112.0738,33.4483,1
realpropertyelectronicrecordingact,2005,AZ,Arizona,-112.0738,33.4483,1
recipsup,1954,AZ,Arizona,-112.0738,33.4483,1
refuseserv,1991,AZ,Arizona,-112.0738,33.4483,1
regulation_boehmke_cogrowma,1998,AZ,Arizona,-112.0738,33.4483,1
regulation_boehmke_grandvis,1983,AZ,Arizona,-112.0738,33.4483,1
regulation_boehmke_livingwil,1985,AZ,Arizona,-112.0738,33.4483,1
regulation_boehmke_shiel,1937,AZ,Arizona,-112.0738,33.4483,1
regulation_forced_sterlization,1945,AZ,Arizona,-112.0738,33.4483,1
regulation_hate_crime,1997,AZ,Arizona,-112.0738,33.4483,1
regulation_homerul,1912,AZ,Arizona,-112.0738,33.4483,1
regulation_mandatory_car_insura,1983,AZ,Arizona,-112.0738,33.4483,1
regulation_mandatory_seatbelt,1991,AZ,Arizona,-112.0738,33.4483,1
regulation_motorcycle_helmet,1969,AZ,Arizona,-112.0738,33.4483,1
regulation_rent_contro,1980,AZ,Arizona,-112.0738,33.4483,1
regulation_rfr,1999,AZ,Arizona,-112.0738,33.4483,1
regulation_utility_jurisdictio,1912,AZ,Arizona,-112.0738,33.4483,1
regulations_lemonla,1984,AZ,Arizona,-112.0738,33.4483,1
regulations_state_debt_limitati,1867,AZ,Arizona,-112.0738,33.4483,1
renewenergy,2006,AZ,Arizona,-112.0738,33.4483,1
renewport,2001,AZ,Arizona,-112.0738,33.4483,1
repsodomy,2001,AZ,Arizona,-112.0738,33.4483,1
residentiallandlordandtenantact1972,1973,AZ,Arizona,-112.0738,33.4483,1
